team_name,league,country,coach_name,staff_url,staff_dob,staff_nationality,staff_nationality_secondary,appointed,end_date,days_in_post,matches,wins,draws,losses
Real Madrid,LaLiga,Spain,Carlo Ancelotti,https://www.transfermarkt.com/carlo-ancelotti/profil/trainer/523,"Jun 10, 1959",Italy,,2021-07-01,,951,150,107,20,23
Real Madrid,LaLiga,Spain,Zinédine Zidane,https://www.transfermarkt.com/zinedine-zidane/profil/trainer/21284,"Jun 23, 1972",France,Algeria,2019-03-11,2021-06-30,842,114,69,25,20
Real Madrid,LaLiga,Spain,Santiago Solari,https://www.transfermarkt.com/santiago-solari/profil/trainer/30782,"Oct 7, 1976",Argentina,Spain,2018-11-13,2019-03-11,118,28,18,2,8
Real Madrid,LaLiga,Spain,Julen Lopetegui,https://www.transfermarkt.com/julen-lopetegui/profil/trainer/6615,"Aug 28, 1966",Spain,,2018-07-01,2018-10-29,120,14,6,2,6
Real Madrid,LaLiga,Spain,Zinédine Zidane,https://www.transfermarkt.com/zinedine-zidane/profil/trainer/21284,"Jun 23, 1972",France,Algeria,2016-01-04,2018-05-31,878,149,105,28,16
Valencia,LaLiga,Spain,Gennaro Gattuso,https://www.transfermarkt.com/gennaro-gattuso/profil/trainer/27803,"Jan 9, 1978",Italy,,2022-07-01,2023-01-30,213,22,7,5,10
Valencia,LaLiga,Spain,Pepe Bordalás,https://www.transfermarkt.com/pepe-bordalas/profil/trainer/6440,"Mar 5, 1964",Spain,,2021-07-01,2022-06-03,337,46,17,16,13
Valencia,LaLiga,Spain,Javi Gracia,https://www.transfermarkt.com/javi-gracia/profil/trainer/10254,"May 1, 1970",Spain,,2020-07-27,2021-05-03,280,38,11,12,15
Valencia,LaLiga,Spain,Albert Celades,https://www.transfermarkt.com/albert-celades/profil/trainer/34279,"Sep 29, 1975",Spain,Andorra,2019-09-11,2020-06-29,292,41,16,11,14
Valencia,LaLiga,Spain,Marcelino,https://www.transfermarkt.com/marcelino/profil/trainer/5095,"Aug 14, 1965",Spain,,2017-07-01,2019-09-11,802,110,56,29,25
Sevilla,LaLiga,Spain,Jorge Sampaoli,https://www.transfermarkt.com/jorge-sampaoli/profil/trainer/10819,"Mar 13, 1960",Argentina,,2022-10-06,2023-03-20,165,31,13,6,12
Sevilla,LaLiga,Spain,Julen Lopetegui,https://www.transfermarkt.com/julen-lopetegui/profil/trainer/6615,"Aug 28, 1966",Spain,,2019-07-01,2022-10-06,1193,170,90,44,36
Sevilla,LaLiga,Spain,Joaquín Caparrós,https://www.transfermarkt.com/joaquin-caparros/profil/trainer/1550,"Oct 15, 1955",Spain,,2019-03-15,2019-06-30,107,11,6,1,4
Sevilla,LaLiga,Spain,Pablo Machín,https://www.transfermarkt.com/pablo-machin/profil/trainer/6386,"Apr 7, 1975",Spain,,2018-07-01,2019-03-15,257,50,26,9,15
Sevilla,LaLiga,Spain,Vincenzo Montella,https://www.transfermarkt.com/vincenzo-montella/profil/trainer/11795,"Jun 18, 1974",Italy,,2017-12-30,2018-04-28,119,28,11,7,10
Real Sociedad,LaLiga,Spain,Imanol Alguacil,https://www.transfermarkt.com/imanol-alguacil/profil/trainer/33333,"Jul 4, 1971",Spain,,2018-12-27,,1868,256,122,71,63
Real Sociedad,LaLiga,Spain,Asier Garitano,https://www.transfermarkt.com/asier-garitano/profil/trainer/7921,"Dec 6, 1969",Spain,,2018-07-01,2018-12-26,178,19,6,5,8
Real Sociedad,LaLiga,Spain,Imanol Alguacil,https://www.transfermarkt.com/imanol-alguacil/profil/trainer/33333,"Jul 4, 1971",Spain,,2018-03-19,2018-06-30,103,9,5,1,3
Real Sociedad,LaLiga,Spain,Eusebio,https://www.transfermarkt.com/eusebio/profil/trainer/818,"Apr 13, 1964",Spain,,2015-11-09,2018-03-18,860,112,46,23,43
Betis,LaLiga,Spain,Manuel Pellegrini,https://www.transfermarkt.com/manuel-pellegrini/profil/trainer/1558,"Sep 16, 1953",Chile,Italy,2020-08-01,,1285,180,87,43,50
Betis,LaLiga,Spain,Rubi,https://www.transfermarkt.com/rubi/profil/trainer/24307,"Feb 5, 1970",Spain,,2019-07-01,2020-06-21,356,33,10,10,13
Betis,LaLiga,Spain,Quique Setién,https://www.transfermarkt.com/quique-setien/profil/trainer/12440,"Sep 27, 1958",Spain,,2017-07-01,2019-06-30,729,94,39,22,33
Athletic Club,LaLiga,Spain,Ernesto Valverde,https://www.transfermarkt.com/ernesto-valverde/profil/trainer/1559,"Feb 9, 1964",Spain,,2022-07-01,,586,73,37,16,20
Athletic Club,LaLiga,Spain,Marcelino,https://www.transfermarkt.com/marcelino/profil/trainer/5095,"Aug 14, 1965",Spain,,2021-01-04,2022-06-30,542,75,29,25,21
Athletic Club,LaLiga,Spain,Gaizka Garitano,https://www.transfermarkt.com/gaizka-garitano/profil/trainer/10781,"Jul 9, 1975",Spain,,2018-12-05,2021-01-03,760,89,39,21,29
Athletic Club,LaLiga,Spain,Eduardo Berizzo,https://www.transfermarkt.com/eduardo-berizzo/profil/trainer/22079,"Nov 13, 1969",Argentina,Italy,2018-07-01,2018-12-04,156,15,2,8,5
Athletic Club,LaLiga,Spain,Cuco Ziganda,https://www.transfermarkt.com/cuco-ziganda/profil/trainer/3270,"Oct 1, 1966",Spain,,2017-07-01,2018-06-30,364,54,17,17,20
Celta Vigo,LaLiga,Spain,Carlos Carvalhal,https://www.transfermarkt.com/carlos-carvalhal/profil/trainer/1588,"Dec 4, 1965",Portugal,,2022-11-02,2023-06-30,240,29,10,8,11
Celta Vigo,LaLiga,Spain,Eduardo Coudet,https://www.transfermarkt.com/eduardo-coudet/profil/trainer/38808,"Sep 12, 1974",Argentina,Italy,2020-11-12,2022-11-02,720,84,31,19,34
Celta Vigo,LaLiga,Spain,Óscar García,https://www.transfermarkt.com/oscar-garcia/profil/trainer/16362,"Apr 26, 1973",Spain,,2019-11-04,2020-11-09,371,38,8,17,13
Celta Vigo,LaLiga,Spain,Fran Escribá,https://www.transfermarkt.com/fran-escriba/profil/trainer/2562,"May 3, 1965",Spain,,2019-03-03,2019-11-03,245,24,6,7,11
Celta Vigo,LaLiga,Spain,Miguel Cardoso,https://www.transfermarkt.com/miguel-cardoso/profil/trainer/11664,"May 28, 1972",Portugal,,2018-11-12,2019-03-03,111,15,3,2,10
Celta Vigo,LaLiga,Spain,Antonio Mohamed,https://www.transfermarkt.com/antonio-mohamed/profil/trainer/4882,"Apr 2, 1970",Argentina,Mexico,2018-07-01,2018-11-12,134,13,3,6,4
Celta Vigo,LaLiga,Spain,Juan Carlos Unzué,https://www.transfermarkt.com/juan-carlos-unzue/profil/trainer/822,"Apr 22, 1967",Spain,,2017-07-01,2018-06-30,364,42,15,11,16
Villarreal,LaLiga,Spain,Quique Setién,https://www.transfermarkt.com/quique-setien/profil/trainer/12440,"Sep 27, 1958",Spain,,2022-10-26,2023-09-05,314,39,18,6,15
Villarreal,LaLiga,Spain,Unai Emery,https://www.transfermarkt.com/unai-emery/profil/trainer/5075,"Nov 3, 1971",Spain,,2020-07-23,2022-10-25,824,129,66,32,31
