"League","Country","Season","Date","Home","HomeGoals","Away","AwayGoals"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-11","Dortmund","3","Eint Frankfurt","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-12","Werder Bremen","3","K<U+00C3><U+00B6>ln","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-16","Freiburg","1","Stuttgart","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-17","Hamburger SV","1","Hertha BSC","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-17","Augsburg","1","Werder Bremen","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-17","Eint Frankfurt","3","Mainz 05","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-17","M'Gladbach","3","Hoffenheim","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-17","Wolfsburg","0","Schalke 04","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-18","Dortmund","1","Hannover 96","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-18","K<U+00C3><U+00B6>ln","2","Leverkusen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-18","RB Leipzig","2","Bayern Munich","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-31","Hoffenheim","6","K<U+00C3><U+00B6>ln","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-31","Schalke 04","2","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-31","Hannover 96","2","RB Leipzig","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-31","Leverkusen","0","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-31","Stuttgart","1","Hamburger SV","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-31","Bayern Munich","6","Dortmund","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-03-31","Hertha BSC","0","Wolfsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-01","Werder Bremen","2","Eint Frankfurt","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-01","Mainz 05","0","M'Gladbach","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-06","Hannover 96","2","Werder Bremen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-07","Freiburg","0","Wolfsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-07","M'Gladbach","2","Hertha BSC","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-07","K<U+00C3><U+00B6>ln","1","Mainz 05","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-07","Augsburg","1","Bayern Munich","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-07","Hamburger SV","3","Schalke 04","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-08","Dortmund","3","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-08","Eint Frankfurt","1","Hoffenheim","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-09","RB Leipzig","1","Leverkusen","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-08","Hamburger SV","0","RB Leipzig","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-09","Wolfsburg","1","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-09","Mainz 05","3","Leverkusen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-09","Augsburg","3","K<U+00C3><U+00B6>ln","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-09","M'Gladbach","0","Eint Frankfurt","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-09","Freiburg","0","Dortmund","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-09","Hoffenheim","2","Bayern Munich","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-10","Hertha BSC","1","Werder Bremen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-10","Schalke 04","3","Stuttgart","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-13","Wolfsburg","0","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-14","Hoffenheim","2","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-14","Leverkusen","4","Eint Frankfurt","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-14","Stuttgart","1","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-14","Hertha BSC","2","K<U+00C3><U+00B6>ln","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-14","Bayern Munich","5","M'Gladbach","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-15","Schalke 04","2","Dortmund","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-15","Werder Bremen","1","RB Leipzig","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-16","Mainz 05","2","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-20","M'Gladbach","3","Wolfsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-21","RB Leipzig","2","Hoffenheim","5"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-21","Hamburger SV","1","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-21","Stuttgart","2","Werder Bremen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-21","Hannover 96","0","Bayern Munich","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-21","Eint Frankfurt","0","Hertha BSC","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-21","Dortmund","4","Leverkusen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-22","Augsburg","2","Mainz 05","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-22","K<U+00C3><U+00B6>ln","2","Schalke 04","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-27","Hoffenheim","3","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-28","Schalke 04","1","M'Gladbach","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-28","Wolfsburg","1","Hamburger SV","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-28","Freiburg","3","K<U+00C3><U+00B6>ln","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-28","Hertha BSC","2","Augsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-28","Bayern Munich","4","Eint Frankfurt","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-28","Leverkusen","0","Stuttgart","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-29","Mainz 05","3","RB Leipzig","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-04-29","Werder Bremen","1","Dortmund","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-05","Augsburg","1","Schalke 04","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-05","K<U+00C3><U+00B6>ln","1","Bayern Munich","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-05","Eint Frankfurt","3","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-05","M'Gladbach","3","Freiburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-05","Hannover 96","3","Hertha BSC","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-05","Stuttgart","2","Hoffenheim","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-05","Werder Bremen","0","Leverkusen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-05","Dortmund","1","Mainz 05","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-05","RB Leipzig","4","Wolfsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-12","Mainz 05","1","Werder Bremen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-12","Hamburger SV","2","M'Gladbach","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-12","Leverkusen","3","Hannover 96","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-12","Schalke 04","1","Eint Frankfurt","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-12","Hertha BSC","2","RB Leipzig","6"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-12","Hoffenheim","3","Dortmund","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-12","Bayern Munich","1","Stuttgart","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-12","Wolfsburg","4","K<U+00C3><U+00B6>ln","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-12","Freiburg","2","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-15","Hannover 96","2","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-16","Stuttgart","1","Wolfsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-16","Bayern Munich","4","Mainz 05","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-16","Eint Frankfurt","1","Augsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-16","Werder Bremen","1","Schalke 04","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-16","RB Leipzig","2","M'Gladbach","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-17","Hoffenheim","1","Hertha BSC","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-17","Leverkusen","4","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-17","Dortmund","5","K<U+00C3><U+00B6>ln","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-19","M'Gladbach","2","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-19","Schalke 04","0","Bayern Munich","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-19","Augsburg","1","RB Leipzig","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-19","Wolfsburg","1","Werder Bremen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-20","K<U+00C3><U+00B6>ln","0","Eint Frankfurt","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-20","Freiburg","1","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-20","Hamburger SV","0","Dortmund","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-20","Mainz 05","2","Hoffenheim","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-20","Hertha BSC","2","Leverkusen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-22","Bayern Munich","2","Wolfsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-23","Werder Bremen","0","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-23","Hoffenheim","2","Schalke 04","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-23","Mainz 05","1","Hertha BSC","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-23","Stuttgart","0","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-23","RB Leipzig","2","Eint Frankfurt","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-23","Dortmund","6","M'Gladbach","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-24","Hannover 96","0","K<U+00C3><U+00B6>ln","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-24","Leverkusen","3","Hamburger SV","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-29","Schalke 04","1","Leverkusen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-30","Wolfsburg","1","Mainz 05","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-30","M'Gladbach","2","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-30","Augsburg","1","Dortmund","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-30","Eint Frankfurt","2","Stuttgart","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-09-30","Hamburger SV","0","Werder Bremen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-01","Freiburg","3","Hoffenheim","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-01","Hertha BSC","2","Bayern Munich","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-01","K<U+00C3><U+00B6>ln","1","RB Leipzig","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-13","Stuttgart","2","K<U+00C3><U+00B6>ln","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-14","Bayern Munich","5","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-14","Hertha BSC","0","Schalke 04","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-14","Hannover 96","1","Eint Frankfurt","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-14","Hoffenheim","2","Augsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-14","Mainz 05","3","Hamburger SV","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-14","Dortmund","2","RB Leipzig","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-15","Leverkusen","2","Wolfsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-15","Werder Bremen","0","M'Gladbach","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-20","Schalke 04","2","Mainz 05","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-21","Eint Frankfurt","2","Dortmund","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-21","Augsburg","1","Hannover 96","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-21","RB Leipzig","1","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-21","M'Gladbach","1","Leverkusen","5"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-21","Hamburger SV","0","Bayern Munich","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-22","K<U+00C3><U+00B6>ln","0","Werder Bremen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-22","Freiburg","1","Hertha BSC","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2017-10-22","Wolfsburg","1","Hoffenheim","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-17","Wolfsburg","3","Holstein Kiel","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2018","2018-05-21","Holstein Kiel","0","Wolfsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-08-24","Bayern Munich","3","Hoffenheim","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-08-25","D<U+00C3><U+00BC>sseldorf","1","Augsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-08-25","Hertha BSC","1","N<U+00C3><U+00BC>rnberg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-08-25","Werder Bremen","1","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-08-25","Wolfsburg","2","Schalke 04","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-08-25","Freiburg","0","Eint Frankfurt","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-08-25","M'Gladbach","2","Leverkusen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-08-26","Mainz 05","1","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-08-26","Dortmund","4","RB Leipzig","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-02","Stuttgart","0","Eint Frankfurt","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-03","Augsburg","2","N<U+00C3><U+00BC>rnberg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-03","Wolfsburg","0","Dortmund","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-03","Bayern Munich","1","Freiburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-03","Leverkusen","1","Hoffenheim","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-03","Schalke 04","3","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-03","Hertha BSC","0","RB Leipzig","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-04","M'Gladbach","3","D<U+00C3><U+00BC>sseldorf","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-04","Mainz 05","2","Werder Bremen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-09","Hannover 96","2","Wolfsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-10","Werder Bremen","1","M'Gladbach","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-10","Freiburg","1","Mainz 05","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-10","Hoffenheim","2","Augsburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-10","D<U+00C3><U+00BC>sseldorf","4","Hertha BSC","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-10","N<U+00C3><U+00BC>rnberg","0","Stuttgart","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-10","Dortmund","3","Bayern Munich","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-11","RB Leipzig","3","Leverkusen","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-11","Eint Frankfurt","3","Schalke 04","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-23","Leverkusen","2","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-24","Mainz 05","1","Dortmund","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-24","Augsburg","1","Eint Frankfurt","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-24","Wolfsburg","1","RB Leipzig","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-24","Bayern Munich","3","D<U+00C3><U+00BC>sseldorf","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-24","Hertha BSC","3","Hoffenheim","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-24","Schalke 04","5","N<U+00C3><U+00BC>rnberg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-25","Freiburg","1","Werder Bremen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-25","M'Gladbach","4","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-11-30","D<U+00C3><U+00BC>sseldorf","0","Mainz 05","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-01","Hannover 96","0","Hertha BSC","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-01","Werder Bremen","1","Bayern Munich","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-01","Stuttgart","1","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-01","Dortmund","2","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-01","Hoffenheim","1","Schalke 04","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-02","RB Leipzig","2","M'Gladbach","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-02","Eint Frankfurt","1","Wolfsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-03","N<U+00C3><U+00BC>rnberg","1","Leverkusen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-07","Werder Bremen","3","D<U+00C3><U+00BC>sseldorf","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-08","Wolfsburg","2","Hoffenheim","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-08","Schalke 04","1","Dortmund","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-08","Bayern Munich","3","N<U+00C3><U+00BC>rnberg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-08","Freiburg","3","RB Leipzig","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-08","Leverkusen","1","Augsburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-08","Hertha BSC","1","Eint Frankfurt","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-09","Mainz 05","1","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-09","M'Gladbach","3","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-14","N<U+00C3><U+00BC>rnberg","0","Wolfsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-15","Hannover 96","0","Bayern Munich","4"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-15","Hoffenheim","0","M'Gladbach","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-15","D<U+00C3><U+00BC>sseldorf","2","Freiburg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-15","Augsburg","1","Schalke 04","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-15","Stuttgart","2","Hertha BSC","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-15","Dortmund","2","Werder Bremen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-16","RB Leipzig","4","Mainz 05","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-16","Eint Frankfurt","2","Leverkusen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-18","M'Gladbach","2","N<U+00C3><U+00BC>rnberg","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-18","D<U+00C3><U+00BC>sseldorf","2","Dortmund","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-18","Wolfsburg","2","Stuttgart","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-18","Hertha BSC","2","Augsburg","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-19","Schalke 04","1","Leverkusen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-19","Mainz 05","2","Eint Frankfurt","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-19","Freiburg","1","Hannover 96","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-19","Werder Bremen","1","Hoffenheim","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-19","Bayern Munich","1","RB Leipzig","0"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-21","Dortmund","2","M'Gladbach","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-22","Hannover 96","0","D<U+00C3><U+00BC>sseldorf","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-22","N<U+00C3><U+00BC>rnberg","0","Freiburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-22","Stuttgart","1","Schalke 04","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-22","Leverkusen","3","Hertha BSC","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-22","RB Leipzig","3","Werder Bremen","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-22","Eint Frankfurt","0","Bayern Munich","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-23","Augsburg","2","Wolfsburg","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2018-12-23","Hoffenheim","1","Mainz 05","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2019-01-18","Hoffenheim","1","Bayern Munich","3"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2019-01-19","Hannover 96","0","Werder Bremen","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2019-01-19","Eint Frankfurt","3","Freiburg","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2019-01-19","Augsburg","1","D<U+00C3><U+00BC>sseldorf","2"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2019-01-19","Leverkusen","0","M'Gladbach","1"
"Fu<U+00C3><U+009F>ball-Bundesliga","GER","2019","2019-01-19","Stuttgart","2","Mainz 05","3"
