League,Country,Date,Team,Goals,Result,isHome,HeadCoach,DaysInPost
Premier League,England,2017-08-11,Arsenal,4.0,win,True,Arsène Wenger,7619.0
Premier League,England,2017-08-12,Chelsea,2.0,loss,True,Antonio Conte,407.0
Premier League,England,2017-08-12,Brighton,0.0,loss,True,Chris Hughton,955.0
Premier League,England,2017-08-13,Newcastle Utd,0.0,loss,True,Rafael Benítez,520.0
Premier League,England,2017-08-13,Manchester Utd,4.0,win,True,José Mourinho,408.0
Premier League,England,2017-10-28,Manchester Utd,1.0,win,True,José Mourinho,484.0
Premier League,England,2017-10-28,Arsenal,2.0,win,True,Arsène Wenger,7697.0
Premier League,England,2017-10-28,Crystal Palace,2.0,draw,True,Roy Hodgson,46.0
Premier League,England,2017-10-28,Liverpool,3.0,win,True,Jürgen Klopp,751.0
Premier League,England,2017-10-28,Bournemouth,0.0,loss,True,Eddie Howe,1840.0
Premier League,England,2017-10-29,Brighton,1.0,draw,True,Chris Hughton,1033.0
Premier League,England,2017-10-30,Burnley,1.0,win,True,Sean Dyche,1826.0
Premier League,England,2017-11-04,Newcastle Utd,0.0,loss,True,Rafael Benítez,603.0
Premier League,England,2017-11-05,Tottenham,1.0,win,True,Mauricio Pochettino,1223.0
Premier League,England,2017-11-05,Manchester City,3.0,win,True,Pep Guardiola,492.0
Premier League,England,2017-11-05,Chelsea,1.0,win,True,Antonio Conte,492.0
Premier League,England,2017-11-18,Arsenal,2.0,win,True,Arsène Wenger,7718.0
Premier League,England,2017-11-18,Bournemouth,4.0,win,True,Eddie Howe,1861.0
Premier League,England,2017-11-18,Liverpool,3.0,win,True,Jürgen Klopp,772.0
Premier League,England,2017-11-18,Burnley,2.0,win,True,Sean Dyche,1845.0
Premier League,England,2017-11-18,Crystal Palace,2.0,draw,True,Roy Hodgson,67.0
Premier League,England,2017-11-18,Manchester Utd,4.0,win,True,José Mourinho,505.0
Premier League,England,2017-11-20,Brighton,2.0,draw,True,Chris Hughton,1055.0
Premier League,England,2017-11-24,West Ham,1.0,draw,True,David Moyes,17.0
Premier League,England,2017-11-25,Tottenham,1.0,draw,True,Mauricio Pochettino,1243.0
Premier League,England,2017-11-25,Manchester Utd,1.0,win,True,José Mourinho,512.0
Premier League,England,2017-11-25,Crystal Palace,2.0,win,True,Roy Hodgson,74.0
Premier League,England,2017-11-25,Newcastle Utd,0.0,loss,True,Rafael Benítez,624.0
Premier League,England,2017-11-25,Liverpool,1.0,draw,True,Jürgen Klopp,779.0
Premier League,England,2017-11-26,Burnley,0.0,loss,True,Sean Dyche,1853.0
Premier League,England,2017-11-28,Brighton,0.0,draw,True,Chris Hughton,1063.0
Premier League,England,2017-11-29,Chelsea,1.0,win,True,Antonio Conte,516.0
Premier League,England,2017-11-29,Bournemouth,1.0,loss,True,Eddie Howe,1872.0
Premier League,England,2017-11-29,Arsenal,5.0,win,True,Arsène Wenger,7729.0
Premier League,England,2017-11-29,Manchester City,2.0,win,True,Pep Guardiola,516.0
Premier League,England,2017-12-02,Chelsea,3.0,win,True,Antonio Conte,519.0
Premier League,England,2017-12-02,Brighton,1.0,loss,True,Chris Hughton,1067.0
Premier League,England,2017-12-02,Everton,2.0,win,True,Sam Allardyce,2.0
Premier League,England,2017-12-02,Arsenal,1.0,loss,True,Arsène Wenger,7732.0
Premier League,England,2017-12-03,Bournemouth,1.0,draw,True,Eddie Howe,1876.0
Premier League,England,2017-12-03,Manchester City,2.0,win,True,Pep Guardiola,520.0
Premier League,England,2017-12-09,West Ham,1.0,win,True,David Moyes,32.0
Premier League,England,2017-12-09,Crystal Palace,2.0,draw,True,Roy Hodgson,88.0
Premier League,England,2017-12-09,Tottenham,5.0,win,True,Mauricio Pochettino,1257.0
Premier League,England,2017-12-09,Burnley,1.0,win,True,Sean Dyche,1866.0
Premier League,England,2017-12-09,Newcastle Utd,2.0,loss,True,Rafael Benítez,638.0
Premier League,England,2017-12-10,Liverpool,1.0,draw,True,Jürgen Klopp,794.0
Premier League,England,2017-12-10,Manchester Utd,1.0,loss,True,José Mourinho,527.0
Premier League,England,2017-12-12,Burnley,1.0,win,True,Sean Dyche,1869.0
Premier League,England,2017-12-12,Crystal Palace,2.0,win,True,Roy Hodgson,91.0
Premier League,England,2017-12-13,Newcastle Utd,0.0,loss,True,Rafael Benítez,642.0
Premier League,England,2017-12-13,Liverpool,0.0,draw,True,Jürgen Klopp,797.0
Premier League,England,2017-12-13,West Ham,0.0,draw,True,David Moyes,36.0
Premier League,England,2017-12-13,Tottenham,2.0,win,True,Mauricio Pochettino,1261.0
Premier League,England,2017-12-13,Manchester Utd,1.0,win,True,José Mourinho,530.0
Premier League,England,2017-12-16,Arsenal,1.0,win,True,Arsène Wenger,7746.0
Premier League,England,2017-12-16,Brighton,0.0,draw,True,Chris Hughton,1081.0
Premier League,England,2017-12-16,Chelsea,1.0,win,True,Antonio Conte,533.0
Premier League,England,2017-12-16,Manchester City,4.0,win,True,Pep Guardiola,533.0
Premier League,England,2017-12-17,Bournemouth,0.0,loss,True,Eddie Howe,1890.0
Premier League,England,2017-12-18,Everton,3.0,win,True,Sam Allardyce,18.0
Premier League,England,2017-12-22,Arsenal,3.0,draw,True,Arsène Wenger,7752.0
Premier League,England,2017-12-23,Everton,0.0,draw,True,Sam Allardyce,23.0
Premier League,England,2017-12-23,Brighton,1.0,win,True,Chris Hughton,1088.0
Premier League,England,2017-12-23,Manchester City,4.0,win,True,Pep Guardiola,540.0
Premier League,England,2017-12-23,West Ham,2.0,loss,True,David Moyes,46.0
Premier League,England,2017-12-23,Burnley,0.0,loss,True,Sean Dyche,1880.0
Premier League,England,2017-08-19,Bournemouth,0.0,loss,True,Eddie Howe,1770.0
Premier League,England,2017-08-19,Burnley,0.0,loss,True,Sean Dyche,1754.0
Premier League,England,2017-08-19,Liverpool,1.0,win,True,Jürgen Klopp,681.0
Premier League,England,2017-08-20,Tottenham,1.0,loss,True,Mauricio Pochettino,1146.0
Premier League,England,2017-08-21,Manchester City,1.0,draw,True,Pep Guardiola,416.0
Premier League,England,2017-12-26,Tottenham,5.0,win,True,Mauricio Pochettino,1274.0
Premier League,England,2017-12-26,Bournemouth,3.0,draw,True,Eddie Howe,1899.0
Premier League,England,2017-12-26,Manchester Utd,2.0,draw,True,José Mourinho,543.0
Premier League,England,2017-12-26,Chelsea,2.0,win,True,Antonio Conte,543.0
Premier League,England,2017-12-26,Liverpool,5.0,win,True,Jürgen Klopp,810.0
Premier League,England,2017-12-27,Newcastle Utd,0.0,loss,True,Rafael Benítez,656.0
Premier League,England,2017-12-28,Crystal Palace,2.0,loss,True,Roy Hodgson,107.0
Premier League,England,2017-12-30,Chelsea,5.0,win,True,Antonio Conte,547.0
Premier League,England,2017-12-30,Bournemouth,2.0,win,True,Eddie Howe,1903.0
Premier League,England,2017-12-30,Liverpool,2.0,win,True,Jürgen Klopp,814.0
Premier League,England,2017-12-30,Newcastle Utd,0.0,draw,True,Rafael Benítez,659.0
Premier League,England,2017-12-30,Manchester Utd,0.0,draw,True,José Mourinho,547.0
Premier League,England,2017-12-31,Crystal Palace,0.0,draw,True,Roy Hodgson,110.0
Premier League,England,2018-01-04,Tottenham,1.0,draw,True,Mauricio Pochettino,1283.0
Premier League,England,2018-01-01,Brighton,2.0,draw,True,Chris Hughton,1097.0
Premier League,England,2018-01-01,Burnley,1.0,loss,True,Sean Dyche,1889.0
Premier League,England,2018-01-01,Everton,0.0,loss,True,Sam Allardyce,32.0
Premier League,England,2018-01-02,West Ham,2.0,win,True,David Moyes,56.0
Premier League,England,2018-01-02,Manchester City,3.0,win,True,Pep Guardiola,550.0
Premier League,England,2018-01-03,Arsenal,2.0,draw,True,Arsène Wenger,7764.0
Premier League,England,2018-01-13,Newcastle Utd,1.0,draw,True,Rafael Benítez,673.0
Premier League,England,2018-01-13,Crystal Palace,1.0,win,True,Roy Hodgson,123.0
Premier League,England,2018-01-13,Chelsea,0.0,draw,True,Antonio Conte,561.0
Premier League,England,2018-01-13,Tottenham,4.0,win,True,Mauricio Pochettino,1292.0
Premier League,England,2018-01-14,Bournemouth,2.0,win,True,Eddie Howe,1918.0
Premier League,England,2018-01-14,Liverpool,4.0,win,True,Jürgen Klopp,829.0
Premier League,England,2018-01-15,Manchester Utd,3.0,win,True,José Mourinho,563.0
Premier League,England,2018-01-20,Brighton,0.0,loss,True,Chris Hughton,1116.0
Premier League,England,2018-01-20,Everton,1.0,draw,True,Sam Allardyce,51.0
Premier League,England,2018-01-20,Arsenal,4.0,win,True,Arsène Wenger,7781.0
Premier League,England,2018-01-20,West Ham,1.0,draw,True,David Moyes,74.0
Premier League,England,2018-01-20,Burnley,0.0,loss,True,Sean Dyche,1908.0
Premier League,England,2018-01-20,Manchester City,3.0,win,True,Pep Guardiola,568.0
Premier League,England,2018-01-30,West Ham,1.0,draw,True,David Moyes,84.0
Premier League,England,2018-01-31,Chelsea,0.0,loss,True,Antonio Conte,579.0
Premier League,England,2018-01-31,Everton,2.0,win,True,Sam Allardyce,62.0
Premier League,England,2018-01-31,Newcastle Utd,1.0,draw,True,Rafael Benítez,691.0
Premier League,England,2018-01-31,Manchester City,3.0,win,True,Pep Guardiola,579.0
Premier League,England,2018-01-31,Tottenham,2.0,win,True,Mauricio Pochettino,1310.0
Premier League,England,2018-02-03,Burnley,1.0,draw,True,Sean Dyche,1922.0
Premier League,England,2018-02-03,Bournemouth,2.0,win,True,Eddie Howe,1938.0
Premier League,England,2018-02-03,Manchester Utd,2.0,win,True,José Mourinho,582.0
Premier League,England,2018-02-03,Brighton,3.0,win,True,Chris Hughton,1130.0
Premier League,England,2018-02-03,Arsenal,5.0,win,True,Arsène Wenger,7795.0
Premier League,England,2018-02-04,Crystal Palace,1.0,draw,True,Roy Hodgson,145.0
Premier League,England,2018-02-04,Liverpool,2.0,draw,True,Jürgen Klopp,850.0
Premier League,England,2018-02-10,Tottenham,1.0,win,True,Mauricio Pochettino,1320.0
Premier League,England,2018-02-10,Everton,3.0,win,True,Sam Allardyce,72.0
Premier League,England,2018-02-10,West Ham,2.0,win,True,David Moyes,95.0
Premier League,England,2018-02-10,Manchester City,5.0,win,True,Pep Guardiola,589.0
Premier League,England,2018-02-11,Newcastle Utd,1.0,win,True,Rafael Benítez,702.0
Premier League,England,2018-02-12,Chelsea,3.0,win,True,Antonio Conte,591.0
Premier League,England,2018-02-24,Bournemouth,2.0,draw,True,Eddie Howe,1959.0
Premier League,England,2018-02-24,Liverpool,4.0,win,True,Jürgen Klopp,870.0
Premier League,England,2018-02-24,Burnley,1.0,draw,True,Sean Dyche,1943.0
Premier League,England,2018-02-24,Brighton,4.0,win,True,Chris Hughton,1151.0
Premier League,England,2018-02-25,Crystal Palace,0.0,loss,True,Roy Hodgson,166.0
Premier League,England,2018-02-25,Manchester Utd,2.0,win,True,José Mourinho,604.0
Premier League,England,2018-03-01,Arsenal,0.0,loss,True,Arsène Wenger,7821.0
Premier League,England,2018-03-03,Burnley,2.0,win,True,Sean Dyche,1950.0
Premier League,England,2018-03-03,Tottenham,2.0,win,True,Mauricio Pochettino,1341.0
Premier League,England,2018-03-03,Liverpool,2.0,win,True,Jürgen Klopp,877.0
Premier League,England,2018-03-04,Brighton,2.0,win,True,Chris Hughton,1159.0
Premier League,England,2018-03-04,Manchester City,1.0,win,True,Pep Guardiola,611.0
Premier League,England,2018-03-05,Crystal Palace,2.0,loss,True,Roy Hodgson,174.0
Premier League,England,2017-08-26,Bournemouth,1.0,loss,True,Eddie Howe,1777.0
Premier League,England,2017-08-26,Newcastle Utd,3.0,win,True,Rafael Benítez,533.0
Premier League,England,2017-08-26,Manchester Utd,2.0,win,True,José Mourinho,421.0
Premier League,England,2017-08-27,Chelsea,2.0,win,True,Antonio Conte,422.0
Premier League,England,2017-08-27,Tottenham,1.0,draw,True,Mauricio Pochettino,1153.0
Premier League,England,2017-08-27,Liverpool,4.0,win,True,Jürgen Klopp,689.0
Premier League,England,2018-03-10,Manchester Utd,2.0,win,True,José Mourinho,617.0
Premier League,England,2018-03-10,West Ham,0.0,loss,True,David Moyes,123.0
Premier League,England,2018-03-10,Newcastle Utd,3.0,win,True,Rafael Benítez,729.0
Premier League,England,2018-03-10,Everton,2.0,win,True,Sam Allardyce,100.0
Premier League,England,2018-03-10,Chelsea,2.0,win,True,Antonio Conte,617.0
Premier League,England,2018-03-11,Arsenal,3.0,win,True,Arsène Wenger,7831.0
Premier League,England,2018-03-11,Bournemouth,1.0,loss,True,Eddie Howe,1974.0
Premier League,England,2018-03-17,Bournemouth,2.0,win,True,Eddie Howe,1980.0
Premier League,England,2018-03-17,Liverpool,5.0,win,True,Jürgen Klopp,891.0
Premier League,England,2018-04-19,Burnley,1.0,loss,True,Sean Dyche,1997.0
Premier League,England,2018-05-09,Tottenham,1.0,win,True,Mauricio Pochettino,1408.0
Premier League,England,2018-05-09,Manchester City,3.0,win,True,Pep Guardiola,677.0
Premier League,England,2018-05-10,West Ham,0.0,draw,True,David Moyes,184.0
Premier League,England,2018-03-31,Crystal Palace,1.0,loss,True,Roy Hodgson,200.0
Premier League,England,2018-03-31,Manchester Utd,2.0,win,True,José Mourinho,638.0
Premier League,England,2018-03-31,Brighton,0.0,loss,True,Chris Hughton,1186.0
Premier League,England,2018-03-31,West Ham,3.0,win,True,David Moyes,144.0
Premier League,England,2018-03-31,Newcastle Utd,1.0,win,True,Rafael Benítez,750.0
Premier League,England,2018-03-31,Everton,1.0,loss,True,Sam Allardyce,121.0
Premier League,England,2018-04-01,Arsenal,3.0,win,True,Arsène Wenger,7852.0
Premier League,England,2018-04-01,Chelsea,1.0,loss,True,Antonio Conte,639.0
Premier League,England,2018-04-07,Everton,0.0,draw,True,Sam Allardyce,128.0
Premier League,England,2018-04-07,Brighton,1.0,draw,True,Chris Hughton,1193.0
Premier League,England,2018-04-07,Bournemouth,2.0,draw,True,Eddie Howe,2001.0
Premier League,England,2018-04-07,Manchester City,2.0,loss,True,Pep Guardiola,645.0
Premier League,England,2018-04-08,Arsenal,3.0,win,True,Arsène Wenger,7859.0
Premier League,England,2018-04-08,Chelsea,1.0,draw,True,Antonio Conte,646.0
Premier League,England,2018-04-14,Crystal Palace,3.0,win,True,Roy Hodgson,214.0
Premier League,England,2018-04-14,Burnley,2.0,win,True,Sean Dyche,1992.0
Premier League,England,2018-04-14,Liverpool,3.0,win,True,Jürgen Klopp,919.0
Premier League,England,2018-04-14,Tottenham,1.0,loss,True,Mauricio Pochettino,1383.0
Premier League,England,2018-04-15,Newcastle Utd,2.0,win,True,Rafael Benítez,765.0
Premier League,England,2018-04-15,Manchester Utd,0.0,loss,True,José Mourinho,653.0
Premier League,England,2018-04-16,West Ham,1.0,draw,True,David Moyes,160.0
Premier League,England,2018-04-17,Brighton,1.0,draw,True,Chris Hughton,1203.0
Premier League,England,2018-04-18,Bournemouth,0.0,loss,True,Eddie Howe,2012.0
Premier League,England,2018-04-22,Arsenal,4.0,win,True,Arsène Wenger,7873.0
Premier League,England,2018-04-22,Manchester City,5.0,win,True,Pep Guardiola,660.0
Premier League,England,2018-04-23,Everton,1.0,win,True,Sam Allardyce,144.0
Premier League,England,2018-05-09,Chelsea,1.0,draw,True,Antonio Conte,677.0
Premier League,England,2018-04-28,Liverpool,0.0,draw,True,Jürgen Klopp,933.0
Premier League,England,2018-04-28,Newcastle Utd,0.0,loss,True,Rafael Benítez,778.0
Premier League,England,2018-04-28,Crystal Palace,5.0,win,True,Roy Hodgson,228.0
Premier League,England,2018-04-28,Burnley,0.0,draw,True,Sean Dyche,2006.0
Premier League,England,2018-04-29,West Ham,1.0,loss,True,David Moyes,173.0
Premier League,England,2018-04-29,Manchester Utd,2.0,win,True,José Mourinho,667.0
Premier League,England,2018-04-30,Tottenham,2.0,win,True,Mauricio Pochettino,1399.0
Premier League,England,2018-05-04,Brighton,1.0,win,True,Chris Hughton,1220.0
Premier League,England,2018-05-05,Bournemouth,1.0,win,True,Eddie Howe,2029.0
Premier League,England,2018-05-05,Everton,1.0,draw,True,Sam Allardyce,156.0
Premier League,England,2018-05-06,Manchester City,0.0,draw,True,Pep Guardiola,674.0
Premier League,England,2018-05-06,Chelsea,1.0,win,True,Antonio Conte,674.0
Premier League,England,2018-05-06,Arsenal,5.0,win,True,Arsène Wenger,7887.0
Premier League,England,2018-05-13,Liverpool,4.0,win,True,Jürgen Klopp,948.0
Premier League,England,2018-05-13,Burnley,1.0,loss,True,Sean Dyche,2021.0
Premier League,England,2018-05-13,Crystal Palace,2.0,win,True,Roy Hodgson,243.0
Premier League,England,2018-05-13,West Ham,3.0,win,True,David Moyes,187.0
Premier League,England,2018-05-13,Newcastle Utd,3.0,win,True,Rafael Benítez,793.0
Premier League,England,2018-05-13,Manchester Utd,1.0,win,True,José Mourinho,681.0
Premier League,England,2018-05-13,Tottenham,5.0,win,True,Mauricio Pochettino,1412.0
Premier League,England,2017-09-09,Manchester City,5.0,win,True,Pep Guardiola,435.0
Premier League,England,2017-09-09,Arsenal,3.0,win,True,Arsène Wenger,7648.0
Premier League,England,2017-09-09,Brighton,3.0,win,True,Chris Hughton,983.0
Premier League,England,2017-09-10,Burnley,1.0,win,True,Sean Dyche,1776.0
Premier League,England,2017-09-15,Bournemouth,2.0,win,True,Eddie Howe,1797.0
Premier League,England,2017-09-16,Crystal Palace,0.0,loss,True,Roy Hodgson,4.0
Premier League,England,2017-09-16,Newcastle Utd,2.0,win,True,Rafael Benítez,554.0
Premier League,England,2017-09-16,Liverpool,1.0,draw,True,Jürgen Klopp,709.0
Premier League,England,2017-09-16,Tottenham,0.0,draw,True,Mauricio Pochettino,1173.0
Premier League,England,2017-09-17,Chelsea,0.0,draw,True,Antonio Conte,443.0
Premier League,England,2017-09-17,Manchester Utd,4.0,win,True,José Mourinho,443.0
Premier League,England,2017-09-23,Manchester City,5.0,win,True,Pep Guardiola,449.0
Premier League,England,2017-09-23,Burnley,0.0,draw,True,Sean Dyche,1789.0
Premier League,England,2017-09-24,Brighton,1.0,win,True,Chris Hughton,998.0
Premier League,England,2017-09-25,Arsenal,2.0,win,True,Arsène Wenger,7664.0
Premier League,England,2017-09-30,Manchester Utd,4.0,win,True,José Mourinho,456.0
Premier League,England,2017-09-30,Bournemouth,0.0,draw,True,Eddie Howe,1812.0
Premier League,England,2017-09-30,Chelsea,0.0,loss,True,Antonio Conte,456.0
Premier League,England,2017-10-01,Arsenal,2.0,win,True,Arsène Wenger,7670.0
Premier League,England,2017-10-01,Newcastle Utd,1.0,draw,True,Rafael Benítez,569.0
Premier League,England,2017-10-14,Liverpool,0.0,draw,True,Jürgen Klopp,737.0
Premier League,England,2017-10-14,Tottenham,1.0,win,True,Mauricio Pochettino,1201.0
Premier League,England,2017-10-14,Burnley,1.0,draw,True,Sean Dyche,1810.0
Premier League,England,2017-10-14,Crystal Palace,2.0,win,True,Roy Hodgson,32.0
Premier League,England,2017-10-14,Manchester City,7.0,win,True,Pep Guardiola,470.0
Premier League,England,2017-10-15,Brighton,1.0,draw,True,Chris Hughton,1019.0
Premier League,England,2017-10-21,Chelsea,4.0,win,True,Antonio Conte,477.0
Premier League,England,2017-10-21,Manchester City,3.0,win,True,Pep Guardiola,477.0
Premier League,England,2017-10-21,Newcastle Utd,1.0,win,True,Rafael Benítez,589.0
Premier League,England,2017-10-22,Tottenham,4.0,win,True,Mauricio Pochettino,1209.0
Premier League,England,2018-08-10,Manchester Utd,2.0,win,True,José Mourinho,770.0
Premier League,England,2018-08-11,Newcastle Utd,1.0,loss,True,Rafael Benítez,883.0
Premier League,England,2018-08-11,Fulham,0.0,loss,True,Slavisa Jokanovic,958.0
Premier League,England,2018-08-11,Bournemouth,2.0,win,True,Eddie Howe,2127.0
Premier League,England,2018-08-11,Wolves,2.0,draw,True,Nuno Espírito Santo,406.0
Premier League,England,2018-08-12,Liverpool,4.0,win,True,Jürgen Klopp,1039.0
Premier League,England,2018-08-12,Arsenal,0.0,loss,True,Unai Emery,42.0
Premier League,England,2018-10-27,Brighton,1.0,win,True,Chris Hughton,1396.0
Premier League,England,2018-10-27,Fulham,0.0,loss,True,Slavisa Jokanovic,1035.0
Premier League,England,2018-10-27,Liverpool,4.0,win,True,Jürgen Klopp,1115.0
Premier League,England,2018-10-28,Burnley,0.0,loss,True,Sean Dyche,2189.0
Premier League,England,2018-10-28,Crystal Palace,2.0,draw,True,Roy Hodgson,411.0
Premier League,England,2018-10-28,Manchester Utd,2.0,win,True,José Mourinho,849.0
Premier League,England,2018-10-29,Tottenham,0.0,loss,True,Mauricio Pochettino,1581.0
Premier League,England,2018-11-03,Bournemouth,1.0,loss,True,Eddie Howe,2211.0
Premier League,England,2018-11-03,Everton,3.0,win,True,Marco Silva,156.0
Premier League,England,2018-11-03,Newcastle Utd,1.0,win,True,Rafael Benítez,967.0
Premier League,England,2018-11-03,West Ham,4.0,win,True,Manuel Pellegrini,125.0
Premier League,England,2018-11-03,Arsenal,1.0,draw,True,Unai Emery,125.0
Premier League,England,2018-11-03,Wolves,2.0,loss,True,Nuno Espírito Santo,490.0
Premier League,England,2018-11-04,Manchester City,6.0,win,True,Pep Guardiola,856.0
Premier League,England,2018-11-04,Chelsea,3.0,win,True,Maurizio Sarri,113.0
Premier League,England,2018-11-10,Newcastle Utd,2.0,win,True,Rafael Benítez,974.0
Premier League,England,2018-11-10,Crystal Palace,0.0,loss,True,Roy Hodgson,424.0
Premier League,England,2018-11-11,Liverpool,2.0,win,True,Jürgen Klopp,1130.0
Premier League,England,2018-11-11,Chelsea,0.0,draw,True,Maurizio Sarri,120.0
Premier League,England,2018-11-11,Arsenal,1.0,draw,True,Unai Emery,133.0
Premier League,England,2018-11-11,Manchester City,3.0,win,True,Pep Guardiola,863.0
Premier League,England,2018-11-24,Manchester Utd,0.0,draw,True,José Mourinho,876.0
Premier League,England,2018-11-24,Fulham,3.0,win,True,Claudio Ranieri,10.0
Premier League,England,2018-11-24,West Ham,0.0,loss,True,Manuel Pellegrini,146.0
Premier League,England,2018-11-24,Brighton,1.0,draw,True,Chris Hughton,1424.0
Premier League,England,2018-11-24,Everton,1.0,win,True,Marco Silva,177.0
Premier League,England,2018-11-24,Tottenham,3.0,win,True,Mauricio Pochettino,1607.0
Premier League,England,2018-11-25,Bournemouth,1.0,loss,True,Eddie Howe,2233.0
Premier League,England,2018-11-25,Wolves,0.0,loss,True,Nuno Espírito Santo,512.0
Premier League,England,2018-11-26,Burnley,1.0,loss,True,Sean Dyche,2218.0
Premier League,England,2018-12-01,Newcastle Utd,0.0,loss,True,Rafael Benítez,995.0
Premier League,England,2018-12-01,Crystal Palace,2.0,win,True,Roy Hodgson,445.0
Premier League,England,2018-12-01,Manchester City,3.0,win,True,Pep Guardiola,883.0
Premier League,England,2018-12-02,Chelsea,2.0,win,True,Maurizio Sarri,141.0
Premier League,England,2018-12-02,Arsenal,4.0,win,True,Unai Emery,154.0
Premier League,England,2018-12-02,Liverpool,1.0,win,True,Jürgen Klopp,1151.0
Premier League,England,2018-12-04,West Ham,3.0,win,True,Manuel Pellegrini,156.0
Premier League,England,2018-12-04,Brighton,3.0,win,True,Chris Hughton,1434.0
Premier League,England,2018-12-04,Bournemouth,2.0,win,True,Eddie Howe,2242.0
Premier League,England,2018-12-05,Wolves,2.0,win,True,Nuno Espírito Santo,522.0
Premier League,England,2018-12-05,Fulham,1.0,draw,True,Claudio Ranieri,21.0
Premier League,England,2018-12-05,Burnley,1.0,loss,True,Sean Dyche,2227.0
Premier League,England,2018-12-05,Everton,1.0,draw,True,Marco Silva,188.0
Premier League,England,2018-12-05,Manchester Utd,2.0,draw,True,José Mourinho,887.0
Premier League,England,2018-12-05,Tottenham,3.0,win,True,Mauricio Pochettino,1618.0
Premier League,England,2018-12-08,Bournemouth,0.0,loss,True,Eddie Howe,2246.0
Premier League,England,2018-12-08,West Ham,3.0,win,True,Manuel Pellegrini,160.0
Premier League,England,2018-12-08,Manchester Utd,4.0,win,True,José Mourinho,890.0
Premier League,England,2018-12-08,Burnley,1.0,win,True,Sean Dyche,2230.0
Premier League,England,2018-12-08,Arsenal,1.0,win,True,Unai Emery,160.0
Premier League,England,2018-12-08,Chelsea,2.0,win,True,Maurizio Sarri,147.0
Premier League,England,2018-12-09,Newcastle Utd,1.0,loss,True,Rafael Benítez,1003.0
Premier League,England,2018-12-10,Everton,2.0,draw,True,Marco Silva,193.0
Premier League,England,2018-12-15,Manchester City,3.0,win,True,Pep Guardiola,897.0
Premier League,England,2018-12-15,Tottenham,1.0,win,True,Mauricio Pochettino,1628.0
Premier League,England,2018-12-15,Crystal Palace,1.0,win,True,Roy Hodgson,459.0
Premier League,England,2018-12-15,Wolves,2.0,win,True,Nuno Espírito Santo,532.0
Premier League,England,2018-12-15,Fulham,0.0,loss,True,Claudio Ranieri,31.0
Premier League,England,2018-12-16,Brighton,1.0,loss,True,Chris Hughton,1446.0
Premier League,England,2018-12-16,Liverpool,3.0,win,True,Jürgen Klopp,1165.0
Premier League,England,2018-12-21,Wolves,0.0,loss,True,Nuno Espírito Santo,538.0
Premier League,England,2018-12-22,Arsenal,3.0,win,True,Unai Emery,174.0
Premier League,England,2018-12-22,Bournemouth,2.0,win,True,Eddie Howe,2260.0
Premier League,England,2018-12-22,Manchester City,2.0,loss,True,Pep Guardiola,904.0
Premier League,England,2018-12-22,West Ham,0.0,loss,True,Manuel Pellegrini,174.0
Premier League,England,2018-12-22,Chelsea,0.0,loss,True,Maurizio Sarri,161.0
Premier League,England,2018-12-22,Newcastle Utd,0.0,draw,True,Rafael Benítez,1016.0
Premier League,England,2018-12-23,Everton,2.0,loss,True,Marco Silva,206.0
Premier League,England,2018-12-26,Fulham,1.0,draw,True,Claudio Ranieri,42.0
Premier League,England,2018-12-26,Burnley,1.0,loss,True,Sean Dyche,2248.0
Premier League,England,2018-12-26,Liverpool,4.0,win,True,Jürgen Klopp,1175.0
Premier League,England,2018-12-26,Tottenham,5.0,win,True,Mauricio Pochettino,1639.0
Premier League,England,2018-12-26,Crystal Palace,0.0,draw,True,Roy Hodgson,470.0
Premier League,England,2018-12-26,Brighton,1.0,draw,True,Chris Hughton,1456.0
Premier League,England,2018-08-18,West Ham,1.0,loss,True,Manuel Pellegrini,48.0
Premier League,England,2018-08-18,Everton,2.0,win,True,Marco Silva,79.0
Premier League,England,2018-08-18,Tottenham,3.0,win,True,Mauricio Pochettino,1509.0
Premier League,England,2018-08-18,Chelsea,3.0,win,True,Maurizio Sarri,35.0
Premier League,England,2018-08-19,Burnley,1.0,loss,True,Sean Dyche,2119.0
Premier League,England,2018-08-19,Manchester City,6.0,win,True,Pep Guardiola,779.0
Premier League,England,2018-08-19,Brighton,3.0,win,True,Chris Hughton,1327.0
Premier League,England,2018-08-20,Crystal Palace,0.0,loss,True,Roy Hodgson,342.0
Premier League,England,2018-12-29,Fulham,1.0,win,True,Claudio Ranieri,45.0
Premier League,England,2018-12-29,Brighton,1.0,win,True,Chris Hughton,1459.0
Premier League,England,2018-12-29,Tottenham,1.0,loss,True,Mauricio Pochettino,1642.0
Premier League,England,2018-12-29,Liverpool,5.0,win,True,Jürgen Klopp,1178.0
Premier League,England,2018-12-30,Crystal Palace,0.0,loss,True,Roy Hodgson,474.0
Premier League,England,2018-12-30,Burnley,2.0,win,True,Sean Dyche,2252.0
Premier League,England,2019-01-01,Everton,0.0,loss,True,Marco Silva,215.0
Premier League,England,2019-01-01,Arsenal,4.0,win,True,Unai Emery,184.0
Premier League,England,2019-01-02,Wolves,0.0,loss,True,Nuno Espírito Santo,550.0
Premier League,England,2019-01-02,West Ham,2.0,draw,True,Manuel Pellegrini,185.0
Premier League,England,2019-01-02,Bournemouth,3.0,draw,True,Eddie Howe,2271.0
