League,Country,Date,Team,Goals,Result,isHome,HeadCoach,DaysInPost
Bundesliga,Germany,2018-04-07,Wolfsburg,2.0,win,False,Bruno Labbadia,46.0
Bundesliga,Germany,2018-04-07,Mainz 05,1.0,draw,False,Sandro Schwarz,280.0
Bundesliga,Germany,2018-04-07,Bayern Munich,4.0,win,False,Jupp Heynckes,180.0
Bundesliga,Germany,2018-04-08,Stuttgart,0.0,loss,False,Tayfun Korkut,68.0
Bundesliga,Germany,2018-04-08,Hoffenheim,1.0,draw,False,Julian Nagelsmann,787.0
Bundesliga,Germany,2018-04-09,Leverkusen,4.0,win,False,Heiko Herrlich,282.0
Bundesliga,Germany,2017-09-08,RB Leipzig,2.0,win,False,Ralph Hasenhüttl,434.0
Bundesliga,Germany,2017-09-09,Leverkusen,1.0,loss,False,Heiko Herrlich,70.0
Bundesliga,Germany,2017-09-09,Eint Frankfurt,1.0,win,False,Niko Kovac,550.0
Bundesliga,Germany,2017-09-10,Stuttgart,1.0,loss,False,Hannes Wolf,354.0
Bundesliga,Germany,2018-04-13,Augsburg,0.0,draw,False,Manuel Baum,471.0
Bundesliga,Germany,2018-04-14,Eint Frankfurt,1.0,loss,False,Niko Kovac,767.0
Bundesliga,Germany,2018-04-14,M'Gladbach,1.0,loss,False,Dieter Hecking,479.0
Bundesliga,Germany,2018-04-15,Dortmund,0.0,loss,False,Peter Stöger,126.0
Bundesliga,Germany,2018-04-15,RB Leipzig,1.0,draw,False,Ralph Hasenhüttl,653.0
Bundesliga,Germany,2018-04-16,Freiburg,0.0,loss,False,Christian Streich,2300.0
Bundesliga,Germany,2018-04-20,Wolfsburg,0.0,loss,False,Bruno Labbadia,59.0
Bundesliga,Germany,2018-04-21,Hoffenheim,5.0,win,False,Julian Nagelsmann,800.0
Bundesliga,Germany,2018-04-21,Freiburg,0.0,loss,False,Christian Streich,2305.0
Bundesliga,Germany,2018-04-21,Werder Bremen,0.0,loss,False,Florian Kohfeldt,162.0
Bundesliga,Germany,2018-04-21,Bayern Munich,3.0,win,False,Jupp Heynckes,194.0
Bundesliga,Germany,2018-04-21,Leverkusen,0.0,loss,False,Heiko Herrlich,294.0
Bundesliga,Germany,2018-04-22,Mainz 05,0.0,loss,False,Sandro Schwarz,295.0
Bundesliga,Germany,2018-04-28,M'Gladbach,1.0,draw,False,Dieter Hecking,493.0
Bundesliga,Germany,2018-04-28,Augsburg,2.0,draw,False,Manuel Baum,486.0
Bundesliga,Germany,2018-04-28,Eint Frankfurt,1.0,loss,False,Niko Kovac,781.0
Bundesliga,Germany,2018-04-28,Stuttgart,1.0,win,False,Tayfun Korkut,88.0
Bundesliga,Germany,2018-04-29,RB Leipzig,0.0,loss,False,Ralph Hasenhüttl,667.0
Bundesliga,Germany,2018-04-29,Dortmund,1.0,draw,False,Peter Stöger,140.0
Bundesliga,Germany,2018-05-05,Bayern Munich,3.0,win,False,Jupp Heynckes,208.0
Bundesliga,Germany,2018-05-05,Freiburg,1.0,loss,False,Christian Streich,2319.0
Bundesliga,Germany,2018-05-05,Hoffenheim,0.0,loss,False,Julian Nagelsmann,814.0
Bundesliga,Germany,2018-05-05,Leverkusen,0.0,draw,False,Heiko Herrlich,308.0
Bundesliga,Germany,2018-05-05,Mainz 05,2.0,win,False,Sandro Schwarz,308.0
Bundesliga,Germany,2018-05-05,Wolfsburg,1.0,loss,False,Bruno Labbadia,74.0
Bundesliga,Germany,2018-05-12,Werder Bremen,2.0,win,False,Florian Kohfeldt,183.0
Bundesliga,Germany,2018-05-12,M'Gladbach,1.0,loss,False,Dieter Hecking,507.0
Bundesliga,Germany,2018-05-12,Eint Frankfurt,0.0,loss,False,Niko Kovac,795.0
Bundesliga,Germany,2018-05-12,RB Leipzig,6.0,win,False,Ralph Hasenhüttl,680.0
Bundesliga,Germany,2018-05-12,Dortmund,1.0,loss,False,Peter Stöger,153.0
Bundesliga,Germany,2018-05-12,Stuttgart,4.0,win,False,Tayfun Korkut,102.0
Bundesliga,Germany,2018-05-12,Augsburg,0.0,loss,False,Manuel Baum,500.0
Bundesliga,Germany,2017-09-16,Mainz 05,0.0,loss,False,Sandro Schwarz,77.0
Bundesliga,Germany,2017-09-16,Augsburg,2.0,win,False,Manuel Baum,262.0
Bundesliga,Germany,2017-09-16,M'Gladbach,2.0,draw,False,Dieter Hecking,269.0
Bundesliga,Germany,2017-09-17,Freiburg,0.0,loss,False,Christian Streich,2089.0
Bundesliga,Germany,2017-09-19,Stuttgart,0.0,loss,False,Hannes Wolf,363.0
Bundesliga,Germany,2017-09-19,RB Leipzig,0.0,loss,False,Ralph Hasenhüttl,445.0
Bundesliga,Germany,2017-09-20,Eint Frankfurt,1.0,win,False,Niko Kovac,561.0
Bundesliga,Germany,2017-09-20,Hoffenheim,3.0,win,False,Julian Nagelsmann,587.0
Bundesliga,Germany,2017-09-20,Leverkusen,1.0,loss,False,Heiko Herrlich,81.0
Bundesliga,Germany,2017-09-22,Wolfsburg,2.0,draw,False,Martin Schmidt,4.0
Bundesliga,Germany,2017-09-23,Freiburg,0.0,draw,False,Christian Streich,2095.0
Bundesliga,Germany,2017-09-23,Augsburg,0.0,draw,False,Manuel Baum,269.0
Bundesliga,Germany,2017-09-23,Eint Frankfurt,1.0,loss,False,Niko Kovac,564.0
Bundesliga,Germany,2017-09-23,M'Gladbach,1.0,loss,False,Dieter Hecking,276.0
Bundesliga,Germany,2017-09-29,Leverkusen,1.0,draw,False,Heiko Herrlich,90.0
Bundesliga,Germany,2017-09-30,Mainz 05,1.0,draw,False,Sandro Schwarz,91.0
Bundesliga,Germany,2017-09-30,Stuttgart,1.0,loss,False,Hannes Wolf,374.0
Bundesliga,Germany,2017-10-01,Hoffenheim,2.0,loss,False,Julian Nagelsmann,598.0
Bundesliga,Germany,2017-10-01,RB Leipzig,2.0,win,False,Ralph Hasenhüttl,457.0
Bundesliga,Germany,2017-10-14,Freiburg,0.0,loss,False,Christian Streich,2116.0
Bundesliga,Germany,2017-10-14,Eint Frankfurt,2.0,win,False,Niko Kovac,585.0
Bundesliga,Germany,2017-10-14,Augsburg,2.0,draw,False,Manuel Baum,290.0
Bundesliga,Germany,2017-10-14,RB Leipzig,3.0,win,False,Ralph Hasenhüttl,470.0
Bundesliga,Germany,2017-10-15,Wolfsburg,2.0,draw,False,Martin Schmidt,27.0
Bundesliga,Germany,2017-10-15,M'Gladbach,2.0,win,False,Dieter Hecking,298.0
Bundesliga,Germany,2017-10-20,Mainz 05,0.0,loss,False,Sandro Schwarz,111.0
Bundesliga,Germany,2017-10-21,Stuttgart,0.0,loss,False,Hannes Wolf,395.0
Bundesliga,Germany,2017-10-21,Leverkusen,5.0,win,False,Heiko Herrlich,112.0
Bundesliga,Germany,2017-10-21,Bayern Munich,1.0,win,False,Jupp Heynckes,12.0
Bundesliga,Germany,2017-10-22,Hoffenheim,1.0,draw,False,Julian Nagelsmann,619.0
Bundesliga,Germany,2018-05-21,Wolfsburg,1.0,win,False,Bruno Labbadia,90.0
Bundesliga,Germany,2018-08-24,Hoffenheim,1.0,loss,False,Julian Nagelsmann,925.0
Bundesliga,Germany,2018-08-25,Augsburg,2.0,win,False,Manuel Baum,605.0
Bundesliga,Germany,2018-08-25,Eint Frankfurt,2.0,win,False,Adi Hütter,55.0
Bundesliga,Germany,2018-08-25,Leverkusen,0.0,loss,False,Heiko Herrlich,420.0
Bundesliga,Germany,2018-08-26,Stuttgart,0.0,loss,False,Tayfun Korkut,208.0
Bundesliga,Germany,2018-08-26,RB Leipzig,1.0,loss,False,Ralf Rangnick,48.0
Bundesliga,Germany,2018-11-02,Eint Frankfurt,3.0,win,False,Adi Hütter,124.0
Bundesliga,Germany,2018-11-03,Dortmund,1.0,win,False,Lucien Favre,125.0
Bundesliga,Germany,2018-11-03,Freiburg,1.0,draw,False,Christian Streich,2501.0
Bundesliga,Germany,2018-11-03,Hoffenheim,4.0,win,False,Julian Nagelsmann,996.0
Bundesliga,Germany,2018-11-03,RB Leipzig,3.0,win,False,Ralf Rangnick,117.0
Bundesliga,Germany,2018-11-04,Werder Bremen,1.0,loss,False,Florian Kohfeldt,359.0
Bundesliga,Germany,2018-11-09,Wolfsburg,1.0,loss,False,Bruno Labbadia,262.0
Bundesliga,Germany,2018-11-10,M'Gladbach,3.0,win,False,Dieter Hecking,689.0
Bundesliga,Germany,2018-11-10,Mainz 05,3.0,win,False,Sandro Schwarz,497.0
Bundesliga,Germany,2018-11-10,Augsburg,1.0,loss,False,Manuel Baum,682.0
Bundesliga,Germany,2018-11-10,Stuttgart,2.0,win,False,Markus Weinzierl,32.0
Bundesliga,Germany,2018-11-10,Bayern Munich,2.0,loss,False,Niko Kovac,132.0
Bundesliga,Germany,2018-11-11,Leverkusen,0.0,loss,False,Heiko Herrlich,498.0
Bundesliga,Germany,2018-11-23,Stuttgart,0.0,loss,False,Markus Weinzierl,45.0
Bundesliga,Germany,2018-11-24,Dortmund,2.0,win,False,Lucien Favre,146.0
Bundesliga,Germany,2018-11-24,Eint Frankfurt,3.0,win,False,Adi Hütter,146.0
Bundesliga,Germany,2018-11-24,RB Leipzig,0.0,loss,False,Ralf Rangnick,138.0
Bundesliga,Germany,2018-11-24,Hoffenheim,3.0,draw,False,Julian Nagelsmann,1017.0
Bundesliga,Germany,2018-11-25,Werder Bremen,1.0,draw,False,Florian Kohfeldt,380.0
Bundesliga,Germany,2018-11-30,Mainz 05,1.0,win,False,Sandro Schwarz,517.0
Bundesliga,Germany,2018-12-01,Bayern Munich,2.0,win,False,Niko Kovac,153.0
Bundesliga,Germany,2018-12-01,Augsburg,0.0,loss,False,Manuel Baum,703.0
Bundesliga,Germany,2018-12-01,Freiburg,0.0,loss,False,Christian Streich,2529.0
Bundesliga,Germany,2018-12-02,M'Gladbach,0.0,loss,False,Dieter Hecking,711.0
Bundesliga,Germany,2018-12-02,Wolfsburg,2.0,win,False,Bruno Labbadia,285.0
Bundesliga,Germany,2018-12-03,Leverkusen,1.0,draw,False,Heiko Herrlich,520.0
Bundesliga,Germany,2018-12-08,Hoffenheim,2.0,draw,False,Julian Nagelsmann,1031.0
Bundesliga,Germany,2018-12-08,Dortmund,2.0,win,False,Lucien Favre,160.0
Bundesliga,Germany,2018-12-08,RB Leipzig,0.0,loss,False,Ralf Rangnick,152.0
Bundesliga,Germany,2018-12-08,Augsburg,0.0,loss,False,Manuel Baum,710.0
Bundesliga,Germany,2018-12-08,Eint Frankfurt,0.0,loss,False,Adi Hütter,160.0
Bundesliga,Germany,2018-12-09,Stuttgart,0.0,loss,False,Markus Weinzierl,61.0
Bundesliga,Germany,2018-12-14,Wolfsburg,2.0,win,False,Bruno Labbadia,297.0
Bundesliga,Germany,2018-12-15,Bayern Munich,4.0,win,False,Niko Kovac,167.0
Bundesliga,Germany,2018-12-15,M'Gladbach,0.0,draw,False,Dieter Hecking,724.0
Bundesliga,Germany,2018-12-15,Freiburg,0.0,loss,False,Christian Streich,2543.0
Bundesliga,Germany,2018-12-15,Werder Bremen,1.0,loss,False,Florian Kohfeldt,400.0
Bundesliga,Germany,2018-12-16,Mainz 05,1.0,loss,False,Sandro Schwarz,533.0
Bundesliga,Germany,2018-12-16,Leverkusen,1.0,loss,False,Heiko Herrlich,533.0
Bundesliga,Germany,2018-12-18,Dortmund,1.0,loss,False,Lucien Favre,170.0
Bundesliga,Germany,2018-12-18,Stuttgart,0.0,loss,False,Markus Weinzierl,70.0
Bundesliga,Germany,2018-12-18,Augsburg,2.0,draw,False,Manuel Baum,720.0
Bundesliga,Germany,2018-12-19,Leverkusen,2.0,win,False,Heiko Herrlich,536.0
Bundesliga,Germany,2018-12-19,Eint Frankfurt,2.0,draw,False,Adi Hütter,171.0
Bundesliga,Germany,2018-12-19,Hoffenheim,1.0,draw,False,Julian Nagelsmann,1042.0
Bundesliga,Germany,2018-12-19,RB Leipzig,0.0,loss,False,Ralf Rangnick,163.0
Bundesliga,Germany,2018-12-21,M'Gladbach,1.0,loss,False,Dieter Hecking,730.0
Bundesliga,Germany,2018-12-22,Freiburg,1.0,win,False,Christian Streich,2550.0
Bundesliga,Germany,2018-12-22,Werder Bremen,2.0,loss,False,Florian Kohfeldt,407.0
Bundesliga,Germany,2018-12-22,Bayern Munich,3.0,win,False,Niko Kovac,174.0
Bundesliga,Germany,2018-12-23,Wolfsburg,3.0,win,False,Bruno Labbadia,306.0
Bundesliga,Germany,2018-12-23,Mainz 05,1.0,draw,False,Sandro Schwarz,540.0
Bundesliga,Germany,2019-01-18,Bayern Munich,3.0,win,False,Niko Kovac,201.0
Bundesliga,Germany,2019-01-19,Werder Bremen,1.0,win,False,Florian Kohfeldt,435.0
Bundesliga,Germany,2019-01-19,Freiburg,1.0,loss,False,Christian Streich,2578.0
Bundesliga,Germany,2019-01-19,M'Gladbach,1.0,win,False,Dieter Hecking,759.0
Bundesliga,Germany,2019-01-19,Mainz 05,3.0,win,False,Sandro Schwarz,567.0
Bundesliga,Germany,2019-01-19,Dortmund,1.0,win,False,Lucien Favre,202.0
Bundesliga,Germany,2019-01-20,Wolfsburg,1.0,loss,False,Bruno Labbadia,334.0
Bundesliga,Germany,2019-01-26,Leverkusen,3.0,win,False,Peter Bosz,34.0
Bundesliga,Germany,2019-01-26,Augsburg,0.0,loss,False,Manuel Baum,759.0
Bundesliga,Germany,2019-01-26,Hoffenheim,4.0,win,False,Julian Nagelsmann,1080.0
Bundesliga,Germany,2019-01-26,Eint Frankfurt,2.0,draw,False,Adi Hütter,209.0
Bundesliga,Germany,2019-01-27,Stuttgart,1.0,loss,False,Markus Weinzierl,110.0
Bundesliga,Germany,2019-01-27,RB Leipzig,4.0,win,False,Ralf Rangnick,202.0
Bundesliga,Germany,2018-08-31,Dortmund,0.0,draw,False,Lucien Favre,61.0
Bundesliga,Germany,2018-09-01,M'Gladbach,1.0,draw,False,Dieter Hecking,619.0
Bundesliga,Germany,2018-09-01,Mainz 05,1.0,draw,False,Sandro Schwarz,427.0
Bundesliga,Germany,2018-09-01,Freiburg,1.0,loss,False,Christian Streich,2438.0
Bundesliga,Germany,2018-09-01,Werder Bremen,2.0,win,False,Florian Kohfeldt,295.0
Bundesliga,Germany,2018-09-01,Wolfsburg,3.0,win,False,Bruno Labbadia,193.0
Bundesliga,Germany,2018-09-01,Bayern Munich,3.0,win,False,Niko Kovac,62.0
Bundesliga,Germany,2019-02-01,RB Leipzig,3.0,win,False,Ralf Rangnick,207.0
Bundesliga,Germany,2019-02-02,Wolfsburg,1.0,win,False,Bruno Labbadia,347.0
Bundesliga,Germany,2019-02-02,Dortmund,1.0,draw,False,Lucien Favre,216.0
Bundesliga,Germany,2019-02-02,Bayern Munich,1.0,loss,False,Niko Kovac,216.0
Bundesliga,Germany,2019-02-02,Werder Bremen,1.0,draw,False,Florian Kohfeldt,449.0
Bundesliga,Germany,2019-02-02,M'Gladbach,2.0,win,False,Dieter Hecking,773.0
Bundesliga,Germany,2019-02-03,Mainz 05,0.0,loss,False,Sandro Schwarz,582.0
Bundesliga,Germany,2019-02-03,Freiburg,2.0,draw,False,Christian Streich,2593.0
Bundesliga,Germany,2019-02-08,Leverkusen,5.0,win,False,Peter Bosz,47.0
Bundesliga,Germany,2019-02-09,Wolfsburg,3.0,draw,False,Bruno Labbadia,354.0
Bundesliga,Germany,2019-02-09,Hoffenheim,3.0,draw,False,Julian Nagelsmann,1094.0
Bundesliga,Germany,2019-02-09,Eint Frankfurt,0.0,draw,False,Adi Hütter,223.0
Bundesliga,Germany,2019-02-10,Augsburg,0.0,loss,False,Manuel Baum,774.0
Bundesliga,Germany,2019-02-10,Stuttgart,0.0,loss,False,Markus Weinzierl,124.0
Bundesliga,Germany,2019-02-15,Bayern Munich,3.0,win,False,Niko Kovac,229.0
Bundesliga,Germany,2019-02-16,Freiburg,0.0,draw,False,Christian Streich,2606.0
Bundesliga,Germany,2019-02-16,Mainz 05,0.0,loss,False,Sandro Schwarz,595.0
Bundesliga,Germany,2019-02-16,RB Leipzig,3.0,win,False,Ralf Rangnick,222.0
Bundesliga,Germany,2019-02-16,Werder Bremen,1.0,draw,False,Florian Kohfeldt,463.0
Bundesliga,Germany,2019-02-17,M'Gladbach,1.0,draw,False,Dieter Hecking,788.0
Bundesliga,Germany,2019-02-18,Dortmund,0.0,draw,False,Lucien Favre,232.0
Bundesliga,Germany,2019-02-22,Stuttgart,1.0,draw,False,Markus Weinzierl,136.0
Bundesliga,Germany,2019-02-23,Augsburg,1.0,loss,False,Manuel Baum,787.0
Bundesliga,Germany,2019-02-23,Wolfsburg,3.0,win,False,Bruno Labbadia,368.0
Bundesliga,Germany,2019-02-24,Eint Frankfurt,3.0,win,False,Adi Hütter,238.0
Bundesliga,Germany,2019-02-24,Leverkusen,2.0,loss,False,Peter Bosz,63.0
Bundesliga,Germany,2019-02-25,Hoffenheim,1.0,draw,False,Julian Nagelsmann,1110.0
Bundesliga,Germany,2019-03-01,Dortmund,1.0,loss,False,Lucien Favre,243.0
Bundesliga,Germany,2019-03-02,Freiburg,0.0,loss,False,Christian Streich,2620.0
Bundesliga,Germany,2019-03-02,RB Leipzig,1.0,win,False,Ralf Rangnick,236.0
Bundesliga,Germany,2019-03-02,Hoffenheim,2.0,loss,False,Julian Nagelsmann,1115.0
Bundesliga,Germany,2019-03-02,Mainz 05,1.0,loss,False,Sandro Schwarz,609.0
Bundesliga,Germany,2019-03-02,Bayern Munich,5.0,win,False,Niko Kovac,244.0
Bundesliga,Germany,2019-03-03,Werder Bremen,1.0,draw,False,Florian Kohfeldt,478.0
Bundesliga,Germany,2019-03-09,Augsburg,0.0,draw,False,Manuel Baum,801.0
Bundesliga,Germany,2019-03-09,Stuttgart,1.0,loss,False,Markus Weinzierl,151.0
Bundesliga,Germany,2019-03-09,Wolfsburg,0.0,loss,False,Bruno Labbadia,382.0
Bundesliga,Germany,2019-03-09,M'Gladbach,1.0,win,False,Dieter Hecking,808.0
Bundesliga,Germany,2019-03-10,Leverkusen,3.0,win,False,Peter Bosz,77.0
Bundesliga,Germany,2019-03-11,Eint Frankfurt,3.0,win,False,Adi Hütter,253.0
Bundesliga,Germany,2019-03-15,Freiburg,1.0,draw,False,Christian Streich,2633.0
Bundesliga,Germany,2019-03-16,RB Leipzig,1.0,win,False,Ralf Rangnick,250.0
Bundesliga,Germany,2019-03-16,Hoffenheim,1.0,draw,False,Julian Nagelsmann,1129.0
Bundesliga,Germany,2019-03-16,Dortmund,3.0,win,False,Lucien Favre,258.0
Bundesliga,Germany,2019-03-17,Werder Bremen,3.0,win,False,Florian Kohfeldt,492.0
Bundesliga,Germany,2019-03-17,Mainz 05,0.0,loss,False,Sandro Schwarz,624.0
Bundesliga,Germany,2019-03-29,Leverkusen,1.0,loss,False,Peter Bosz,96.0
Bundesliga,Germany,2019-03-30,M'Gladbach,1.0,loss,False,Dieter Hecking,829.0
Bundesliga,Germany,2019-03-30,Bayern Munich,1.0,draw,False,Niko Kovac,272.0
Bundesliga,Germany,2019-03-30,Augsburg,0.0,loss,False,Manuel Baum,822.0
Bundesliga,Germany,2019-03-30,Mainz 05,1.0,loss,False,Sandro Schwarz,637.0
Bundesliga,Germany,2019-03-30,Wolfsburg,0.0,loss,False,Bruno Labbadia,403.0
Bundesliga,Germany,2019-03-31,Stuttgart,0.0,loss,False,Markus Weinzierl,173.0
Bundesliga,Germany,2019-04-05,Freiburg,0.0,loss,False,Christian Streich,2654.0
Bundesliga,Germany,2019-04-06,RB Leipzig,4.0,win,False,Ralf Rangnick,271.0
Bundesliga,Germany,2019-04-06,Eint Frankfurt,2.0,win,False,Adi Hütter,279.0
Bundesliga,Germany,2019-04-06,Dortmund,0.0,loss,False,Lucien Favre,279.0
Bundesliga,Germany,2019-04-07,Hoffenheim,4.0,win,False,Julian Nagelsmann,1151.0
Bundesliga,Germany,2019-04-07,Werder Bremen,1.0,draw,False,Florian Kohfeldt,513.0
Bundesliga,Germany,2019-04-13,Wolfsburg,0.0,loss,False,Bruno Labbadia,417.0
Bundesliga,Germany,2019-04-13,Freiburg,1.0,loss,False,Christian Streich,2662.0
Bundesliga,Germany,2019-04-13,Leverkusen,1.0,win,False,Peter Bosz,111.0
Bundesliga,Germany,2019-04-13,M'Gladbach,1.0,win,False,Dieter Hecking,843.0
Bundesliga,Germany,2019-04-13,Mainz 05,1.0,loss,False,Sandro Schwarz,651.0
Bundesliga,Germany,2019-04-14,Bayern Munich,4.0,win,False,Niko Kovac,287.0
Bundesliga,Germany,2019-04-14,Augsburg,3.0,win,False,Martin Schmidt,5.0
Bundesliga,Germany,2018-09-14,Eint Frankfurt,1.0,loss,False,Adi Hütter,75.0
Bundesliga,Germany,2018-09-15,Leverkusen,1.0,loss,False,Heiko Herrlich,441.0
Bundesliga,Germany,2018-09-15,Hoffenheim,1.0,loss,False,Julian Nagelsmann,947.0
Bundesliga,Germany,2018-09-15,Augsburg,1.0,loss,False,Manuel Baum,626.0
Bundesliga,Germany,2018-09-16,Stuttgart,3.0,draw,False,Tayfun Korkut,229.0
Bundesliga,Germany,2019-04-20,Werder Bremen,0.0,loss,False,Florian Kohfeldt,526.0
Bundesliga,Germany,2019-04-20,Stuttgart,0.0,loss,False,Markus Weinzierl,193.0
Bundesliga,Germany,2019-04-20,RB Leipzig,2.0,win,False,Ralf Rangnick,285.0
Bundesliga,Germany,2019-04-20,Hoffenheim,5.0,win,False,Julian Nagelsmann,1164.0
Bundesliga,Germany,2019-04-21,Dortmund,4.0,win,False,Lucien Favre,294.0
Bundesliga,Germany,2019-04-22,Eint Frankfurt,1.0,draw,False,Adi Hütter,295.0
Bundesliga,Germany,2019-04-26,Leverkusen,4.0,win,False,Peter Bosz,124.0
Bundesliga,Germany,2019-04-27,Werder Bremen,1.0,loss,False,Florian Kohfeldt,533.0
Bundesliga,Germany,2019-04-27,Mainz 05,0.0,loss,False,Sandro Schwarz,665.0
Bundesliga,Germany,2019-04-27,Freiburg,1.0,loss,False,Christian Streich,2676.0
Bundesliga,Germany,2019-04-27,M'Gladbach,0.0,loss,False,Dieter Hecking,857.0
Bundesliga,Germany,2019-04-28,Wolfsburg,4.0,win,False,Bruno Labbadia,432.0
Bundesliga,Germany,2019-04-28,Bayern Munich,1.0,draw,False,Niko Kovac,301.0
Bundesliga,Germany,2019-05-03,RB Leipzig,3.0,draw,False,Ralf Rangnick,298.0
Bundesliga,Germany,2019-05-04,Hoffenheim,2.0,draw,False,Julian Nagelsmann,1178.0
Bundesliga,Germany,2019-05-04,Dortmund,2.0,draw,False,Lucien Favre,307.0
Bundesliga,Germany,2019-05-05,Augsburg,0.0,draw,False,Martin Schmidt,26.0
Bundesliga,Germany,2019-05-05,Eint Frankfurt,1.0,loss,False,Adi Hütter,308.0
Bundesliga,Germany,2019-05-11,M'Gladbach,4.0,win,False,Dieter Hecking,871.0
Bundesliga,Germany,2019-05-11,Werder Bremen,1.0,win,False,Florian Kohfeldt,547.0
Bundesliga,Germany,2019-05-11,Freiburg,0.0,loss,False,Christian Streich,2690.0
Bundesliga,Germany,2019-05-11,Bayern Munich,0.0,draw,False,Niko Kovac,314.0
Bundesliga,Germany,2019-05-11,Wolfsburg,0.0,loss,False,Bruno Labbadia,445.0
Bundesliga,Germany,2019-05-12,Mainz 05,2.0,win,False,Sandro Schwarz,680.0
Bundesliga,Germany,2019-05-18,Eint Frankfurt,1.0,loss,False,Adi Hütter,321.0
Bundesliga,Germany,2019-05-18,Leverkusen,5.0,win,False,Peter Bosz,146.0
Bundesliga,Germany,2019-05-18,Stuttgart,0.0,draw,False,Nico Willig,12.0
Bundesliga,Germany,2019-05-18,Hoffenheim,2.0,loss,False,Julian Nagelsmann,1192.0
Bundesliga,Germany,2019-05-18,Dortmund,2.0,win,False,Lucien Favre,321.0
Bundesliga,Germany,2019-05-18,RB Leipzig,1.0,loss,False,Ralf Rangnick,313.0
Bundesliga,Germany,2019-05-18,Augsburg,1.0,loss,False,Martin Schmidt,39.0
Bundesliga,Germany,2018-09-22,M'Gladbach,2.0,loss,False,Dieter Hecking,640.0
Bundesliga,Germany,2018-09-22,Freiburg,3.0,win,False,Christian Streich,2459.0
Bundesliga,Germany,2018-09-22,Dortmund,1.0,draw,False,Lucien Favre,83.0
Bundesliga,Germany,2018-09-22,Werder Bremen,3.0,win,False,Florian Kohfeldt,316.0
Bundesliga,Germany,2018-09-22,Bayern Munich,2.0,win,False,Niko Kovac,83.0
Bundesliga,Germany,2018-09-23,Mainz 05,0.0,loss,False,Sandro Schwarz,449.0
Bundesliga,Germany,2018-09-23,RB Leipzig,1.0,draw,False,Ralf Rangnick,76.0
Bundesliga,Germany,2018-09-25,Augsburg,1.0,draw,False,Manuel Baum,636.0
Bundesliga,Germany,2018-09-25,Hoffenheim,3.0,win,False,Julian Nagelsmann,957.0
Bundesliga,Germany,2018-09-26,Leverkusen,2.0,win,False,Heiko Herrlich,452.0
Bundesliga,Germany,2018-09-26,Eint Frankfurt,1.0,loss,False,Adi Hütter,87.0
Bundesliga,Germany,2018-09-26,Stuttgart,0.0,loss,False,Tayfun Korkut,239.0
Bundesliga,Germany,2018-09-26,Wolfsburg,0.0,draw,False,Bruno Labbadia,218.0
Bundesliga,Germany,2018-09-28,Bayern Munich,0.0,loss,False,Niko Kovac,89.0
Bundesliga,Germany,2018-09-29,RB Leipzig,2.0,win,False,Ralf Rangnick,82.0
Bundesliga,Germany,2018-09-29,M'Gladbach,2.0,draw,False,Dieter Hecking,647.0
Bundesliga,Germany,2018-09-29,Mainz 05,0.0,loss,False,Sandro Schwarz,455.0
Bundesliga,Germany,2018-09-29,Werder Bremen,1.0,loss,False,Florian Kohfeldt,323.0
Bundesliga,Germany,2018-09-29,Dortmund,4.0,win,False,Lucien Favre,90.0
Bundesliga,Germany,2018-09-30,Freiburg,1.0,loss,False,Christian Streich,2467.0
Bundesliga,Germany,2018-10-05,Wolfsburg,0.0,loss,False,Bruno Labbadia,227.0
Bundesliga,Germany,2018-10-06,Stuttgart,1.0,loss,False,Tayfun Korkut,249.0
Bundesliga,Germany,2018-10-06,Augsburg,3.0,loss,False,Manuel Baum,647.0
Bundesliga,Germany,2018-10-06,M'Gladbach,3.0,win,False,Dieter Hecking,654.0
Bundesliga,Germany,2018-10-07,Leverkusen,0.0,draw,False,Heiko Herrlich,463.0
Bundesliga,Germany,2018-10-07,Eint Frankfurt,2.0,win,False,Adi Hütter,98.0
Bundesliga,Germany,2018-10-20,Bayern Munich,3.0,win,False,Niko Kovac,111.0
Bundesliga,Germany,2018-10-20,Dortmund,4.0,win,False,Lucien Favre,111.0
Bundesliga,Germany,2018-10-20,RB Leipzig,0.0,draw,False,Ralf Rangnick,103.0
Bundesliga,Germany,2018-10-20,Hoffenheim,3.0,win,False,Julian Nagelsmann,982.0
Bundesliga,Germany,2018-10-20,Werder Bremen,2.0,win,False,Florian Kohfeldt,344.0
Bundesliga,Germany,2018-10-21,Freiburg,1.0,draw,False,Christian Streich,2488.0
Bundesliga,Germany,2018-10-21,Mainz 05,0.0,loss,False,Sandro Schwarz,477.0
Bundesliga,Germany,2018-10-26,M'Gladbach,1.0,loss,False,Dieter Hecking,674.0
Bundesliga,Germany,2018-10-27,Bayern Munich,2.0,win,False,Niko Kovac,118.0
Bundesliga,Germany,2018-10-27,Wolfsburg,3.0,win,False,Bruno Labbadia,249.0
Bundesliga,Germany,2018-10-27,Augsburg,2.0,win,False,Manuel Baum,668.0
Bundesliga,Germany,2018-10-27,Stuttgart,0.0,loss,False,Markus Weinzierl,18.0
Bundesliga,Germany,2018-10-28,Eint Frankfurt,1.0,draw,False,Adi Hütter,119.0
Bundesliga,Germany,2018-10-28,Leverkusen,6.0,win,False,Heiko Herrlich,484.0
Bundesliga,Germany,2019-05-27,Stuttgart,0.0,draw,False,Nico Willig,21.0
