date,league,team,result,days_in_post
2019-12-15,Bundesliga,Eint Frankfurt,loss,532
2019-12-17,Bundesliga,Mainz 05,win,29
2019-12-17,Bundesliga,RB Leipzig,draw,169
2019-12-17,Bundesliga,Hoffenheim,win,169
2019-12-18,Bundesliga,Bayern Munich,win,45
2019-12-20,Bundesliga,Dortmund,loss,537
2019-12-21,Bundesliga,Leverkusen,win,363
2019-12-21,Bundesliga,Werder Bremen,loss,771
2019-12-21,Bundesliga,Augsburg,loss,256
2019-12-21,Bundesliga,Wolfsburg,loss,173
2019-12-21,Bundesliga,M'Gladbach,draw,173
2019-12-22,Bundesliga,Eint Frankfurt,loss,539
2020-01-17,Bundesliga,M'Gladbach,loss,200
2020-01-18,Bundesliga,Werder Bremen,win,799
2020-01-18,Bundesliga,Dortmund,win,566
2020-01-18,Bundesliga,Eint Frankfurt,win,566
2020-01-18,Bundesliga,Wolfsburg,loss,201
2020-01-19,Bundesliga,Bayern Munich,win,77
2020-01-19,Bundesliga,Leverkusen,win,392
2020-01-25,Bundesliga,RB Leipzig,loss,208
2020-01-25,Bundesliga,Mainz 05,loss,68
2020-01-25,Bundesliga,Augsburg,loss,291
2020-01-26,Bundesliga,Hoffenheim,win,209
2019-08-23,Bundesliga,Dortmund,win,418
2019-08-24,Bundesliga,Leverkusen,win,244
2019-08-24,Bundesliga,Werder Bremen,loss,652
2019-08-24,Bundesliga,M'Gladbach,win,54
2019-08-24,Bundesliga,Bayern Munich,win,419
2019-08-25,Bundesliga,Eint Frankfurt,loss,420
2019-08-25,Bundesliga,Wolfsburg,win,55
2020-02-01,Bundesliga,Werder Bremen,loss,813
2020-02-01,Bundesliga,Eint Frankfurt,draw,580
2020-02-01,Bundesliga,Bayern Munich,win,90
2020-02-01,Bundesliga,Leverkusen,loss,405
2020-02-01,Bundesliga,M'Gladbach,draw,215
2020-02-02,Bundesliga,Wolfsburg,win,216
2020-02-07,Bundesliga,Augsburg,loss,304
2020-02-08,Bundesliga,Mainz 05,win,82
2020-02-08,Bundesliga,Hoffenheim,loss,222
2020-02-08,Bundesliga,Dortmund,loss,587
2020-02-09,Bundesliga,RB Leipzig,draw,223
2020-02-14,Bundesliga,Eint Frankfurt,loss,593
2020-02-15,Bundesliga,Leverkusen,win,419
2020-02-15,Bundesliga,Wolfsburg,win,229
2020-02-15,Bundesliga,Werder Bremen,loss,827
2020-02-15,Bundesliga,M'Gladbach,win,229
2020-02-16,Bundesliga,Bayern Munich,win,105
2020-02-22,Bundesliga,Hoffenheim,draw,236
2020-02-22,Bundesliga,Dortmund,win,601
2020-02-22,Bundesliga,RB Leipzig,win,236
2020-02-23,Bundesliga,Augsburg,loss,320
2020-02-23,Bundesliga,Mainz 05,loss,97
2020-02-29,Bundesliga,M'Gladbach,win,243
2020-02-29,Bundesliga,Bayern Munich,win,118
2020-03-01,Bundesliga,Wolfsburg,draw,244
2020-03-01,Bundesliga,Leverkusen,draw,434
2020-06-03,Bundesliga,Eint Frankfurt,win,703
2020-03-07,Bundesliga,RB Leipzig,draw,250
2020-03-07,Bundesliga,Eint Frankfurt,loss,615
2020-03-07,Bundesliga,Hoffenheim,draw,250
2020-03-07,Bundesliga,Werder Bremen,draw,848
2020-03-07,Bundesliga,Dortmund,win,615
2020-03-08,Bundesliga,Augsburg,loss,334
2020-05-16,Bundesliga,Wolfsburg,win,320
2020-05-16,Bundesliga,M'Gladbach,win,320
2020-05-17,Bundesliga,Mainz 05,draw,181
2020-05-17,Bundesliga,Bayern Munich,win,196
2020-05-18,Bundesliga,Leverkusen,win,512
2020-05-23,Bundesliga,Dortmund,win,692
2020-05-23,Bundesliga,Leverkusen,win,517
2020-05-23,Bundesliga,Werder Bremen,win,925
2020-05-23,Bundesliga,Hoffenheim,draw,327
2020-05-23,Bundesliga,Eint Frankfurt,loss,692
2020-05-24,Bundesliga,Augsburg,win,75
2020-05-24,Bundesliga,RB Leipzig,win,328
2020-05-26,Bundesliga,Bayern Munich,win,205
2020-05-26,Bundesliga,M'Gladbach,draw,330
2020-05-26,Bundesliga,Wolfsburg,win,330
2020-05-27,Bundesliga,Mainz 05,draw,191
2020-05-29,Bundesliga,Leverkusen,win,523
2020-05-30,Bundesliga,Hoffenheim,win,334
2020-05-30,Bundesliga,Werder Bremen,win,932
2020-05-30,Bundesliga,Augsburg,loss,81
2020-05-30,Bundesliga,Eint Frankfurt,win,699
2020-05-31,Bundesliga,Dortmund,win,700
2020-06-01,Bundesliga,RB Leipzig,win,336
2019-08-30,Bundesliga,RB Leipzig,win,60
2019-08-31,Bundesliga,Hoffenheim,draw,61
2019-08-31,Bundesliga,Mainz 05,loss,791
2019-08-31,Bundesliga,Dortmund,loss,426
2019-09-01,Bundesliga,Augsburg,loss,145
2020-06-05,Bundesliga,M'Gladbach,loss,340
2020-06-06,Bundesliga,Bayern Munich,win,216
2020-06-06,Bundesliga,Hoffenheim,draw,341
2020-06-06,Bundesliga,Mainz 05,win,201
2020-06-07,Bundesliga,Wolfsburg,win,342
2020-06-12,Bundesliga,RB Leipzig,win,347
2020-06-13,Bundesliga,Eint Frankfurt,win,713
2020-06-13,Bundesliga,Werder Bremen,win,946
2020-06-13,Bundesliga,Dortmund,win,713
2020-06-13,Bundesliga,M'Gladbach,loss,348
2020-06-14,Bundesliga,Augsburg,win,96
2020-06-14,Bundesliga,Leverkusen,draw,539
2020-06-16,Bundesliga,Wolfsburg,loss,351
2020-06-16,Bundesliga,Bayern Munich,win,226
2020-06-17,Bundesliga,Mainz 05,win,212
2020-06-20,Bundesliga,Augsburg,draw,102
2020-06-20,Bundesliga,Wolfsburg,win,355
2020-06-20,Bundesliga,M'Gladbach,win,355
2020-06-20,Bundesliga,Leverkusen,loss,545
2020-06-20,Bundesliga,Werder Bremen,loss,953
2020-06-20,Bundesliga,Dortmund,win,720
2020-06-20,Bundesliga,Eint Frankfurt,draw,720
2020-06-27,Bundesliga,Bayern Munich,win,237
2020-06-27,Bundesliga,Hoffenheim,win,2
2020-06-27,Bundesliga,Mainz 05,loss,222
2020-06-27,Bundesliga,RB Leipzig,win,362
2019-09-13,Bundesliga,Wolfsburg,draw,74
2019-09-14,Bundesliga,M'Gladbach,win,75
2019-09-14,Bundesliga,Eint Frankfurt,loss,440
2019-09-14,Bundesliga,Leverkusen,loss,265
2019-09-14,Bundesliga,Werder Bremen,win,673
2019-09-14,Bundesliga,Bayern Munich,draw,440
2019-09-20,Bundesliga,Mainz 05,loss,811
2019-09-21,Bundesliga,Augsburg,draw,165
2019-09-21,Bundesliga,RB Leipzig,win,82
2019-09-22,Bundesliga,Dortmund,draw,448
2019-09-23,Bundesliga,Hoffenheim,draw,84
2019-09-27,Bundesliga,Eint Frankfurt,win,453
2019-09-28,Bundesliga,Leverkusen,win,279
2019-09-28,Bundesliga,Wolfsburg,win,89
2019-09-28,Bundesliga,M'Gladbach,win,89
2019-09-28,Bundesliga,Bayern Munich,win,454
2019-09-28,Bundesliga,Werder Bremen,draw,687
2019-10-05,Bundesliga,Mainz 05,win,826
2019-10-05,Bundesliga,Dortmund,draw,461
2019-10-05,Bundesliga,Hoffenheim,win,96
2019-10-05,Bundesliga,RB Leipzig,draw,96
2019-10-06,Bundesliga,Augsburg,loss,180
2019-10-06,Bundesliga,Werder Bremen,draw,695
2019-10-18,Bundesliga,Leverkusen,loss,299
2019-10-19,Bundesliga,Wolfsburg,draw,110
2019-10-19,Bundesliga,Bayern Munich,draw,475
2019-10-19,Bundesliga,Mainz 05,loss,840
2019-10-19,Bundesliga,M'Gladbach,loss,110
2019-10-26,Bundesliga,RB Leipzig,loss,117
2019-10-26,Bundesliga,Hoffenheim,win,117
2019-10-26,Bundesliga,Dortmund,draw,482
2019-10-26,Bundesliga,Werder Bremen,draw,715
2019-10-27,Bundesliga,Augsburg,draw,201
2019-10-27,Bundesliga,Eint Frankfurt,loss,483
2020-07-06,Bundesliga,Werder Bremen,draw,969
2020-09-19,Bundesliga,Hoffenheim,win,48
2020-09-19,Bundesliga,Augsburg,win,193
2020-09-19,Bundesliga,M'Gladbach,loss,446
2020-09-20,Bundesliga,Mainz 05,loss,307
2020-09-20,Bundesliga,Leverkusen,draw,637
2020-12-05,Bundesliga,Dortmund,draw,888
2020-12-05,Bundesliga,Wolfsburg,draw,523
2020-12-05,Bundesliga,Mainz 05,loss,68
2020-12-05,Bundesliga,M'Gladbach,draw,523
2020-12-05,Bundesliga,RB Leipzig,draw,523
2020-12-06,Bundesliga,Stuttgart,win,342
2020-12-06,Bundesliga,Leverkusen,win,714
2020-12-07,Bundesliga,Augsburg,loss,272
2020-12-11,Bundesliga,Eint Frankfurt,loss,894
2020-12-12,Bundesliga,Stuttgart,win,348
2020-12-12,Bundesliga,Werder Bremen,loss,1128
2020-12-12,Bundesliga,Bayern Munich,draw,405
2020-12-13,Bundesliga,Hoffenheim,loss,133
2020-12-15,Bundesliga,M'Gladbach,draw,533
2020-12-15,Bundesliga,Mainz 05,draw,78
2020-12-16,Bundesliga,RB Leipzig,win,534
2020-12-16,Bundesliga,Augsburg,win,281
2020-12-16,Bundesliga,Leverkusen,win,724
2020-12-16,Bundesliga,Wolfsburg,loss,534
2020-12-19,Bundesliga,Eint Frankfurt,win,902
2020-12-19,Bundesliga,Hoffenheim,win,139
2020-12-19,Bundesliga,Werder Bremen,win,1135
2020-12-19,Bundesliga,Bayern Munich,win,412
2020-12-20,Bundesliga,Stuttgart,loss,356
2021-01-02,Bundesliga,Leverkusen,loss,741
2021-01-02,Bundesliga,M'Gladbach,win,551
2021-01-02,Bundesliga,Augsburg,win,298
2021-01-02,Bundesliga,RB Leipzig,win,551
2021-01-03,Bundesliga,Wolfsburg,loss,552
2021-01-08,Bundesliga,Bayern Munich,loss,432
2021-01-09,Bundesliga,Eint Frankfurt,win,923
2021-01-09,Bundesliga,Wolfsburg,draw,558
2021-01-09,Bundesliga,Werder Bremen,draw,1156
2021-01-09,Bundesliga,Hoffenheim,loss,160
2021-01-09,Bundesliga,Dortmund,win,11
2021-01-10,Bundesliga,Stuttgart,win,377
2021-01-15,Bundesliga,Leverkusen,loss,754
2021-01-16,Bundesliga,RB Leipzig,draw,565
2021-01-16,Bundesliga,Mainz 05,draw,12
2021-01-16,Bundesliga,Augsburg,loss,312
2021-01-16,Bundesliga,M'Gladbach,draw,565
2021-01-19,Bundesliga,Werder Bremen,loss,1166
2021-01-19,Bundesliga,Dortmund,loss,21
2021-01-19,Bundesliga,Hoffenheim,win,170
2021-01-19,Bundesliga,Wolfsburg,win,568
2021-01-20,Bundesliga,Bayern Munich,win,444
2021-01-20,Bundesliga,Stuttgart,loss,387
2021-01-20,Bundesliga,Eint Frankfurt,draw,934
2021-01-22,Bundesliga,Dortmund,loss,24
2021-01-23,Bundesliga,RB Leipzig,loss,572
2021-01-23,Bundesliga,Eint Frankfurt,win,937
2021-01-23,Bundesliga,Stuttgart,loss,390
2021-01-23,Bundesliga,Wolfsburg,win,572
2021-01-23,Bundesliga,Werder Bremen,win,1170
2021-01-24,Bundesliga,Bayern Munich,win,448
2021-01-29,Bundesliga,Mainz 05,loss,25
2021-01-30,Bundesliga,Hoffenheim,loss,181
2021-01-30,Bundesliga,M'Gladbach,draw,579
2021-01-30,Bundesliga,Augsburg,loss,326
2021-01-30,Bundesliga,Leverkusen,loss,769
2020-09-25,Bundesliga,Eint Frankfurt,win,817
2020-09-26,Bundesliga,Dortmund,loss,818
2020-09-26,Bundesliga,RB Leipzig,draw,453
2020-09-26,Bundesliga,Stuttgart,win,271
2020-09-26,Bundesliga,Werder Bremen,win,1051
2020-09-27,Bundesliga,Bayern Munich,loss,329
2020-09-27,Bundesliga,Wolfsburg,draw,454
2021-02-05,Bundesliga,Bayern Munich,win,460
2021-02-06,Bundesliga,Dortmund,loss,39
2021-02-06,Bundesliga,Stuttgart,loss,404
2021-02-06,Bundesliga,RB Leipzig,win,586
2021-02-06,Bundesliga,Wolfsburg,win,586
2021-02-07,Bundesliga,Eint Frankfurt,win,952
2021-03-10,Bundesliga,Werder Bremen,win,1216
2021-02-12,Bundesliga,Augsburg,loss,339
2021-02-13,Bundesliga,Hoffenheim,draw,195
2021-02-13,Bundesliga,Mainz 05,draw,40
2021-02-14,Bundesliga,M'Gladbach,draw,594
2021-02-19,Bundesliga,Wolfsburg,win,599
2021-02-20,Bundesliga,Mainz 05,win,47
2021-02-20,Bundesliga,Stuttgart,win,418
2021-02-20,Bundesliga,Bayern Munich,loss,475
2021-02-20,Bundesliga,Dortmund,win,53
2021-02-21,Bundesliga,Leverkusen,draw,791
2021-02-21,Bundesliga,RB Leipzig,win,601
2021-02-21,Bundesliga,Werder Bremen,loss,1199
2021-02-26,Bundesliga,Eint Frankfurt,loss,971
2021-02-27,Bundesliga,M'Gladbach,loss,607
2021-02-28,Bundesliga,Hoffenheim,draw,210
2021-02-28,Bundesliga,Augsburg,win,355
2021-03-05,Bundesliga,Mainz 05,draw,60
2021-03-06,Bundesliga,Leverkusen,win,804
2021-03-06,Bundesliga,Stuttgart,draw,432
2021-03-06,Bundesliga,Augsburg,loss,361
2021-03-06,Bundesliga,Wolfsburg,loss,614
2021-03-06,Bundesliga,RB Leipzig,win,614
2021-03-06,Bundesliga,Dortmund,loss,67
2021-03-07,Bundesliga,Werder Bremen,draw,1213
2021-03-12,Bundesliga,M'Gladbach,loss,620
2021-03-13,Bundesliga,Bayern Munich,win,496
2021-03-14,Bundesliga,Eint Frankfurt,draw,987
2021-03-14,Bundesliga,Hoffenheim,loss,224
2021-03-19,Bundesliga,RB Leipzig,win,627
2021-03-20,Bundesliga,Stuttgart,loss,446
2021-03-20,Bundesliga,Wolfsburg,win,628
2021-03-20,Bundesliga,Dortmund,draw,81
2021-03-20,Bundesliga,M'Gladbach,win,628
2021-03-21,Bundesliga,Mainz 05,win,76
2021-03-21,Bundesliga,Leverkusen,loss,819
2021-03-21,Bundesliga,Augsburg,loss,376
2021-04-03,Bundesliga,Eint Frankfurt,win,1007
2021-04-03,Bundesliga,Hoffenheim,loss,244
2021-04-03,Bundesliga,Bayern Munich,win,517
2021-04-04,Bundesliga,Werder Bremen,loss,1241
2021-04-10,Bundesliga,Wolfsburg,loss,649
2021-04-10,Bundesliga,M'Gladbach,draw,649
2021-04-10,Bundesliga,RB Leipzig,win,649
2021-04-10,Bundesliga,Dortmund,win,102
2021-04-11,Bundesliga,Augsburg,loss,397
2021-04-11,Bundesliga,Mainz 05,win,97
2021-04-16,Bundesliga,Hoffenheim,draw,257
2021-04-17,Bundesliga,Bayern Munich,win,531
2021-04-17,Bundesliga,Eint Frankfurt,loss,1021
2021-04-17,Bundesliga,Stuttgart,loss,474
2021-04-18,Bundesliga,Werder Bremen,loss,1255
2020-10-02,Bundesliga,Mainz 05,loss,4
2020-10-03,Bundesliga,Leverkusen,draw,650
2020-10-03,Bundesliga,M'Gladbach,win,460
2020-10-03,Bundesliga,Hoffenheim,loss,62
2020-10-04,Bundesliga,Augsburg,draw,208
2021-04-20,Bundesliga,RB Leipzig,loss,659
2021-04-20,Bundesliga,Augsburg,loss,406
2021-04-21,Bundesliga,M'Gladbach,loss,660
2021-04-21,Bundesliga,Wolfsburg,win,660
2021-04-21,Bundesliga,Mainz 05,win,107
2021-04-24,Bundesliga,Bayern Munich,loss,538
2021-04-24,Bundesliga,Hoffenheim,draw,265
2021-04-24,Bundesliga,Werder Bremen,loss,1261
2021-04-24,Bundesliga,Dortmund,win,116
2021-04-24,Bundesliga,Eint Frankfurt,loss,1028
2021-04-25,Bundesliga,Stuttgart,loss,482
2021-05-07,Bundesliga,Augsburg,loss,11
2021-05-08,Bundesliga,RB Leipzig,loss,677
2021-05-08,Bundesliga,M'Gladbach,loss,677
2021-05-09,Bundesliga,Mainz 05,draw,125
2021-05-15,Bundesliga,Hoffenheim,draw,286
2021-05-15,Bundesliga,Eint Frankfurt,loss,1049
2021-05-15,Bundesliga,Bayern Munich,draw,559
2021-05-15,Bundesliga,Werder Bremen,loss,1282
2021-05-15,Bundesliga,Stuttgart,win,502
2021-05-16,Bundesliga,Dortmund,win,138
2021-05-16,Bundesliga,Wolfsburg,draw,685
2021-05-22,Bundesliga,Mainz 05,win,138
2021-05-22,Bundesliga,RB Leipzig,loss,691
2021-05-22,Bundesliga,M'Gladbach,win,691
2021-05-22,Bundesliga,Augsburg,loss,26
2020-10-17,Bundesliga,RB Leipzig,win,474
2020-10-17,Bundesliga,Werder Bremen,draw,1072
2020-10-17,Bundesliga,Dortmund,win,839
2020-10-17,Bundesliga,Stuttgart,win,292
2020-10-17,Bundesliga,Leverkusen,win,664
2020-10-17,Bundesliga,Bayern Munich,win,349
2020-10-17,Bundesliga,Wolfsburg,draw,474
2020-10-18,Bundesliga,Eint Frankfurt,draw,840
2020-10-24,Bundesliga,M'Gladbach,win,481
2020-10-24,Bundesliga,Eint Frankfurt,loss,846
2020-10-25,Bundesliga,Hoffenheim,draw,84
2020-10-26,Bundesliga,Augsburg,loss,230
2020-10-30,Bundesliga,Stuttgart,draw,305
2020-10-31,Bundesliga,Werder Bremen,draw,1086
2020-10-31,Bundesliga,Mainz 05,loss,33
2020-10-31,Bundesliga,Bayern Munich,win,363
2020-10-31,Bundesliga,Dortmund,win,853
2020-10-31,Bundesliga,RB Leipzig,loss,488
2020-11-01,Bundesliga,Leverkusen,win,679
2020-11-01,Bundesliga,Wolfsburg,draw,489
2020-11-07,Bundesliga,Eint Frankfurt,draw,860
2020-11-07,Bundesliga,Bayern Munich,win,370
2020-11-08,Bundesliga,Hoffenheim,loss,98
2020-11-08,Bundesliga,M'Gladbach,loss,496
2020-11-21,Bundesliga,Augsburg,draw,256
2020-11-21,Bundesliga,Stuttgart,draw,327
2020-11-21,Bundesliga,Leverkusen,win,699
2020-11-21,Bundesliga,Wolfsburg,win,509
2020-11-21,Bundesliga,Werder Bremen,draw,1107
2020-11-21,Bundesliga,RB Leipzig,draw,509
2020-11-21,Bundesliga,Dortmund,win,874
2020-11-22,Bundesliga,Mainz 05,win,55
2020-11-27,Bundesliga,Werder Bremen,loss,1113
2020-11-28,Bundesliga,Bayern Munich,win,391
2020-11-28,Bundesliga,Eint Frankfurt,draw,881
2020-11-29,Bundesliga,Hoffenheim,draw,119
2021-08-13,Bundesliga,Bayern Munich,draw,43
2021-08-14,Bundesliga,Leverkusen,draw,44
2021-08-14,Bundesliga,Hoffenheim,win,377
2021-08-14,Bundesliga,Eint Frankfurt,loss,44
2021-08-15,Bundesliga,RB Leipzig,loss,45
2021-10-30,Bundesliga,Wolfsburg,win,4
2021-10-30,Bundesliga,Bayern Munich,win,121
2021-10-30,Bundesliga,Mainz 05,win,299
2021-10-30,Bundesliga,RB Leipzig,draw,121
2021-10-31,Bundesliga,Stuttgart,loss,671
2021-11-05,Bundesliga,M'Gladbach,draw,127
2021-11-06,Bundesliga,Hoffenheim,loss,461
2021-11-06,Bundesliga,Augsburg,loss,194
2021-11-06,Bundesliga,Dortmund,loss,128
2021-11-07,Bundesliga,Leverkusen,draw,129
2021-11-07,Bundesliga,Eint Frankfurt,win,129
2021-11-19,Bundesliga,Bayern Munich,loss,141
2021-11-20,Bundesliga,RB Leipzig,loss,142
2021-11-20,Bundesliga,Stuttgart,loss,691
2021-11-20,Bundesliga,Wolfsburg,draw,25
2021-11-21,Bundesliga,Eint Frankfurt,win,143
2021-11-26,Bundesliga,Mainz 05,loss,326
2021-11-27,Bundesliga,Augsburg,draw,215
2021-11-27,Bundesliga,Dortmund,win,149
2021-11-27,Bundesliga,M'Gladbach,loss,149
2021-11-27,Bundesliga,Hoffenheim,win,482
2021-11-28,Bundesliga,Leverkusen,win,150
2021-12-03,Bundesliga,RB Leipzig,loss,155
2021-12-04,Bundesliga,Eint Frankfurt,loss,156
2021-12-04,Bundesliga,Wolfsburg,loss,39
2021-12-04,Bundesliga,Bayern Munich,win,156
2021-12-10,Bundesliga,Augsburg,win,228
2021-12-11,Bundesliga,Mainz 05,loss,341
2021-12-11,Bundesliga,Hoffenheim,win,496
2021-12-11,Bundesliga,M'Gladbach,loss,163
2021-12-11,Bundesliga,Dortmund,draw,163
2021-12-11,Bundesliga,Stuttgart,win,712
2021-12-12,Bundesliga,Leverkusen,loss,164
2021-12-14,Bundesliga,Bayern Munich,win,166
2021-12-15,Bundesliga,Eint Frankfurt,win,167
2021-12-15,Bundesliga,Hoffenheim,draw,500
2021-12-15,Bundesliga,RB Leipzig,draw,6
2021-12-17,Bundesliga,Wolfsburg,loss,52
2021-12-18,Bundesliga,Augsburg,draw,236
2021-12-18,Bundesliga,M'Gladbach,draw,170
2021-12-18,Bundesliga,Mainz 05,loss,348
2021-12-18,Bundesliga,Dortmund,loss,170
2021-12-19,Bundesliga,Leverkusen,loss,171
2021-12-19,Bundesliga,Stuttgart,loss,720
2022-01-07,Bundesliga,M'Gladbach,win,190
2022-01-08,Bundesliga,Mainz 05,loss,369
2022-01-08,Bundesliga,Augsburg,loss,257
2022-01-08,Bundesliga,Stuttgart,draw,740
2022-01-08,Bundesliga,Dortmund,win,191
2022-01-09,Bundesliga,Wolfsburg,loss,75
2022-01-15,Bundesliga,RB Leipzig,win,37
2022-01-15,Bundesliga,Hoffenheim,loss,531
2022-01-15,Bundesliga,Bayern Munich,win,198
2022-01-15,Bundesliga,Leverkusen,win,198
2022-01-16,Bundesliga,Eint Frankfurt,draw,199
2021-08-20,Bundesliga,Stuttgart,loss,599
2021-08-21,Bundesliga,Wolfsburg,win,51
2021-08-21,Bundesliga,Mainz 05,loss,229
2021-08-21,Bundesliga,Dortmund,loss,51
2021-08-21,Bundesliga,Augsburg,draw,117
2021-08-21,Bundesliga,M'Gladbach,loss,51
2022-01-22,Bundesliga,Augsburg,loss,271
2022-01-22,Bundesliga,Mainz 05,loss,383
2022-01-22,Bundesliga,Dortmund,win,205
2022-01-22,Bundesliga,Stuttgart,loss,754
2022-01-23,Bundesliga,Wolfsburg,loss,89
2022-01-23,Bundesliga,Bayern Munich,win,206
2022-02-05,Bundesliga,Eint Frankfurt,win,219
2022-02-05,Bundesliga,M'Gladbach,draw,219
2022-02-05,Bundesliga,Hoffenheim,loss,552
2022-02-05,Bundesliga,RB Leipzig,loss,58
2022-02-06,Bundesliga,Leverkusen,win,220
2022-02-12,Bundesliga,Mainz 05,draw,404
2022-02-12,Bundesliga,Augsburg,loss,292
2022-02-12,Bundesliga,Wolfsburg,win,109
2022-02-12,Bundesliga,Bayern Munich,loss,226
2022-02-12,Bundesliga,Stuttgart,loss,775
2022-02-13,Bundesliga,Dortmund,win,227
2022-02-18,Bundesliga,Leverkusen,loss,232
2022-02-19,Bundesliga,Hoffenheim,win,566
2022-02-19,Bundesliga,Eint Frankfurt,loss,233
2022-02-20,Bundesliga,M'Gladbach,loss,234
2022-02-20,Bundesliga,RB Leipzig,win,73
2022-02-25,Bundesliga,Stuttgart,loss,788
2022-02-26,Bundesliga,Wolfsburg,draw,123
2022-02-26,Bundesliga,Mainz 05,loss,418
2022-02-26,Bundesliga,Bayern Munich,win,240
2022-02-27,Bundesliga,RB Leipzig,win,80
2022-02-27,Bundesliga,Dortmund,draw,241
2022-03-04,Bundesliga,Augsburg,win,312
2022-03-05,Bundesliga,Leverkusen,draw,247
2022-03-05,Bundesliga,Eint Frankfurt,win,247
2022-03-05,Bundesliga,M'Gladbach,loss,247
2022-03-06,Bundesliga,Hoffenheim,win,581
2022-03-16,Bundesliga,Dortmund,win,258
2022-03-12,Bundesliga,Stuttgart,draw,803
2022-03-12,Bundesliga,Bayern Munich,draw,254
2022-03-12,Bundesliga,Wolfsburg,loss,137
2022-03-13,Bundesliga,RB Leipzig,win,94
2022-04-06,Bundesliga,Mainz 05,loss,457
2022-03-18,Bundesliga,M'Gladbach,win,260
2022-03-19,Bundesliga,Augsburg,loss,327
2022-03-19,Bundesliga,Hoffenheim,loss,594
2022-03-20,Bundesliga,Eint Frankfurt,draw,262
2022-03-20,Bundesliga,Leverkusen,win,262
2022-03-20,Bundesliga,Dortmund,draw,262
2022-04-02,Bundesliga,Stuttgart,draw,824
2022-04-02,Bundesliga,Bayern Munich,win,275
2022-04-02,Bundesliga,RB Leipzig,win,114
2022-04-03,Bundesliga,Wolfsburg,loss,159
2022-04-03,Bundesliga,Mainz 05,draw,454
2022-04-08,Bundesliga,Dortmund,win,281
2022-04-09,Bundesliga,Augsburg,loss,348
2022-04-09,Bundesliga,M'Gladbach,win,282
2022-04-09,Bundesliga,Mainz 05,loss,460
2022-04-10,Bundesliga,Leverkusen,draw,283
2022-04-10,Bundesliga,Hoffenheim,loss,616
2021-08-27,Bundesliga,Hoffenheim,loss,390
2021-08-28,Bundesliga,Eint Frankfurt,draw,58
2021-08-28,Bundesliga,Leverkusen,win,58
2021-08-29,Bundesliga,M'Gladbach,loss,59
2021-08-29,Bundesliga,RB Leipzig,loss,59
2022-04-16,Bundesliga,Wolfsburg,loss,172
2022-04-16,Bundesliga,Stuttgart,draw,838
2022-04-17,Bundesliga,Bayern Munich,win,290
2022-04-17,Bundesliga,Eint Frankfurt,loss,290
2022-04-17,Bundesliga,RB Leipzig,win,129
2022-04-22,Bundesliga,Mainz 05,loss,473
2022-04-23,Bundesliga,Hoffenheim,draw,629
2022-04-23,Bundesliga,M'Gladbach,draw,296
2022-04-23,Bundesliga,Leverkusen,win,296
2022-04-23,Bundesliga,Dortmund,loss,296
2022-04-24,Bundesliga,Augsburg,win,363
2022-04-24,Bundesliga,Stuttgart,loss,846
2022-04-30,Bundesliga,Wolfsburg,draw,186
2022-04-30,Bundesliga,Bayern Munich,loss,303
2022-05-02,Bundesliga,RB Leipzig,loss,144
2022-05-02,Bundesliga,Eint Frankfurt,loss,305
2022-05-07,Bundesliga,Leverkusen,win,310
2022-05-07,Bundesliga,Wolfsburg,win,193
2022-05-07,Bundesliga,Dortmund,win,310
2022-05-07,Bundesliga,Mainz 05,win,488
2022-05-08,Bundesliga,M'Gladbach,draw,311
2022-05-08,Bundesliga,Stuttgart,draw,860
2022-05-08,Bundesliga,Augsburg,loss,377
2022-05-14,Bundesliga,Bayern Munich,draw,317
2022-05-14,Bundesliga,Eint Frankfurt,draw,317
2022-05-14,Bundesliga,Hoffenheim,loss,650
2022-05-14,Bundesliga,RB Leipzig,draw,156
2021-09-11,Bundesliga,Mainz 05,win,250
2021-09-11,Bundesliga,Augsburg,draw,138
2021-09-11,Bundesliga,Dortmund,win,72
2021-09-11,Bundesliga,Wolfsburg,win,72
2021-09-11,Bundesliga,Bayern Munich,win,72
2021-09-12,Bundesliga,Stuttgart,draw,622
2021-09-18,Bundesliga,M'Gladbach,loss,79
2021-09-18,Bundesliga,Hoffenheim,draw,412
2021-09-18,Bundesliga,RB Leipzig,draw,79
2021-09-19,Bundesliga,Leverkusen,win,80
2021-09-19,Bundesliga,Eint Frankfurt,draw,80
2021-09-24,Bundesliga,Bayern Munich,win,85
2021-09-25,Bundesliga,Wolfsburg,loss,86
2021-09-25,Bundesliga,Mainz 05,loss,264
2021-09-25,Bundesliga,Dortmund,loss,86
2021-09-26,Bundesliga,Stuttgart,draw,636
2021-09-26,Bundesliga,Augsburg,loss,153
2021-10-02,Bundesliga,Hoffenheim,loss,426
2021-10-02,Bundesliga,Augsburg,loss,159
2021-10-02,Bundesliga,M'Gladbach,win,93
2021-10-03,Bundesliga,Eint Frankfurt,win,94
2021-10-03,Bundesliga,Leverkusen,win,94
2021-10-16,Bundesliga,Wolfsburg,loss,107
2021-10-16,Bundesliga,RB Leipzig,draw,107
2021-10-16,Bundesliga,Mainz 05,loss,285
2021-10-16,Bundesliga,Stuttgart,draw,656
2021-10-17,Bundesliga,Bayern Munich,win,108
2021-10-22,Bundesliga,Augsburg,loss,179
2021-10-23,Bundesliga,Hoffenheim,loss,447
